10	5	3	5	31820712.1695827	962.2942
1	22.439	0	20.377	2	21.758	80206	16041.2	1	19.898	2	17.578	4	20.801	18586	3717.2	3	15.128	0	22.421	1	15.146	75287	15057.4	3	18.572	2	15.165	1	19.179	18404	3680.8	0	16.638	2	20.56	1	16.877	80942	16188.4	497906	1.23
4	22.863	1	17.503	3	18.516	84043	16808.6	4	19.603	2	24.631	1	24.797	82404	16480.8	0	17.485	4	18.48	3	19.401	67458	13491.6	2	18.904	1	20.984	4	16.804	38832	7766.4	0	21.15	2	22.936	1	16.38	47944	9588.8	634627	6.369
4	15.993	0	15.79	2	22.033	41742	8348.4	0	17.521	3	21.259	4	21.573	6551	1310.2	1	23.948	2	23.322	3	20.817	31534	6306.8	4	16.12	0	15.955	3	17.594	41200	8240	4	21.793	3	18.662	2	15.181	98814	19762.8	638198	3.054
0	18.68	4	22.068	2	21.166	19140	3828	1	21.222	2	17.833	0	24.537	16228	3245.6	0	24.611	4	22.88	3	23.212	17870	3574	0	23.212	2	17.54	4	23.046	72566	14513.2	0	20.836	2	16.545	1	22.125	56704	11340.8	326141	4.28
2	21.02	4	24.464	0	16.306	28806	5761.2	1	16.362	2	22.678	3	22.55	94624	18924.8	2	16.749	0	22.568	1	16.619	86055	17211	4	21.573	1	19.142	3	16.306	47041	9408.2	0	19.51	3	20.394	4	19.436	74566	14913.2	951558	6.352
1	24.519	2	20.56	0	17.485	32088	6417.6	1	20.008	3	23.691	4	21.278	16408	3281.6	0	16.508	2	20.302	4	21.868	78761	15752.2	2	16.453	0	23.378	3	24.852	75846	15169.2	4	16.067	1	15.109	0	24.52	65815	13163	329155	3.966
1	16.067	3	20.781	0	19.014	43386	8677.2	4	18.277	3	15.072	2	24.059	12391	2478.2	4	19.382	0	21.315	1	22.217	94614	18922.8	2	19.326	4	24.999	3	22.034	82211	16442.2	3	24.814	2	19.492	1	18.295	90050	18010	778881	6.32
1	19.861	4	21.61	0	21.444	97341	19468.2	0	16.969	4	21.039	2	22.715	46474	9294.8	4	21.573	2	24.998	0	15.79	49577	9915.4	2	19.363	4	21.628	3	18.202	37547	7509.4	2	24.445	3	18.146	1	16.949	1265	253	358522	8.889
0	20.172	1	20.909	2	15.164	82944	16588.8	4	18.644	2	21.554	3	15.44	31352	6270.4	4	17.098	0	16.84	1	16.895	98809	19761.8	0	17.835	2	20.045	4	17.909	94796	18959.2	1	22.2	3	18.111	0	17.319	63071	12614.2	518247	5.491
0	15.403	3	22.438	2	20.284	92791	18558.2	2	22.31	0	17.761	4	21.168	5093	1018.6	0	20.744	2	16.325	4	21.334	98262	19652.4	3	15.22	0	22.255	4	19.971	64716	12943.2	1	16.674	4	19.454	2	19.491	91332	18266.4	423337	7.728
763857	152771.4	129690	25938
532011	106402.2	165690	33138
437763	87552.6	58127	11625.4
727879	145575.8	162732	32546.4
601862	120372.4	166759	33351.8
