1.052631579	100.98	0.2		1255.86	70.2059
1.047120419	100.96	0.4		1255.86	70.2059
1.041666667	100.96	0.4		1255.83	70.1795
1.03626943	100.92	0.464497	1255.86	70.2059	
1.030927835	100.56	1.4861	1255.86	70.2059	
1.025641026	99.89		3.08432	1256.02	70.090
1.020408163	97.8		7.65678	1255.87	70.1949
1.019367992	97.21		8.25269	1256.29	69.8378
1.018329939	96.12		9.98006	1256.69	69.6175
1.017293998	95.26		11.5938	1256.55	69.6996
1.016260163	94.51		11.6268	1256.36	69.7778
1.015228426	91.48		16.801	1257.55	68.7295
1.014198783	89.48		19.3863	1258.92	67.4807
1.013171226	87.57		19.2045	1258.82	67.6927
1.012145749	81.46		24.7221	1259.72	67.3284
1.011122346	79.89		24.6412	1262.54	65.2881
1.01010101	76		24.708	1263.67	64.1481
1.009081736	70.44		26.1149	1265.20	64.1091
1.008064516	64.82		26.4992	1267.06	66.2064
1.007049345	58.14		26.5806	1269.79	68.3538
1.006036217	48.99		26.6282	1274.83	65.3986
1.005025126	44.75		25.0205	1277.32	65.377
1.004016064	33.62		22.5119	1280.84	64.4716
1.003009027	24.61		17.5792	1282.02	60.6801
1.002004008	19.59		14.0921	1283.33	60.7872
1.001001001	14.71		11.751	1291.60	61.5568
1	11.31		8.69308	1293.02	58.2927
0.999000999	8.99		6.97687	1294.46	58.6305
0.998003992	7.17		5.74026	1294.68	56.6932
0.997008973	5.58		4.88696	1299.62	56.4116
0.996015936	4.7		4.43699	1298.13	58.4763
0.995024876	4.11		3.84523	1297.80	55.6764
0.994035785	3.41		3.14657	1295.52	56.1716	
0.993048659	3.06		2.77733	1295.98	56.4398	
0.992063492	2.88		2.64109	1299.82	58.7885	
0.991080278	2.67		2.40393	1302.99	58.2908	
0.99009901	2.47		2.22227	1306.09	59.3711	
0.989119683	2.18		2.017		1304.16	59.3008
0.988142292	2.08		1.95753	1303.46	60.0756	
0.987166831	1.88		1.80504	1304.31	59.7702	
0.986193294	1.71		1.63482	1306.56	59.0367	
0.985221675	1.66		1.60944	1307.94	58.8682	
0.984251969	1.52		1.43885	1310.18	61.7667	
0.983284169	1.37		1.3231	1311.78	60.9063	
0.982318271	1.32		1.27033	1314.52	61.5683	
0.981354269	1.3		1.33712	1316.37	61.487	
0.980392157	1.22		1.25191	1316.03	60.9694	
0.975609756	0.89		0.95235	1321.09	62.1102	
0.970873786	0.67		0.865209	1323.58	62.7005
0.966183575	0.56		0.742913	1327.17	65.6016
0.961538462	0.5		0.731679	1329.71	66.8429
0.956937799	0.41		0.621094	1331.58	68.1056
0.952380952	0.34		0.554504	1331.88	68.506
0.947867299	0.29		0.477684	1334.83	70.5225
0.943396226	0.27		0.468287	1336.13	71.7297
0.938967136	0.24		0.452155	1337.26	72.7121
0.934579439	0.22		0.439927	1337.02	72.7087
0.930232558	0.15		0.35887	1337.57	73.5748
0.925925926	0.14		0.348735	1338.37	74.0633
0.921658986	0.13		0.337998	1338.79	74.7846
0.917431193	0.11		0.314466	1339.21	75.3893
0.913242009	0.09		0.287623	1338.97	75.023
0.909090909	0.05		0.219043	1340.10	76.4962
0.904977376	0.03		0.171447	1340.16	76.6403
0.900900901	0.01		0.1		1340.52	77.2041
0.896860987	0.01		0.1		1340.63	77.4725
0.892857143	0.01		0.1		1340.63	77.4725
0.888888889	0.01		0.1		1340.63	77.4725
0.884955752	0.01		0.1		1340.74	77.763
0.881057269	0.01		0.1		1341.18	79.0709
0.877192982	0.01		0.1		1340.63	77.4725
0.873362445	0		0		1340.63	77.4725
0.869565217	0		0		1340.63	77.4725
0.865800866	0		0		1340.63	77.4725
0.862068966	0		0		1340.63	77.4725
0.858369099	0		0		1340.63	77.4725
0.854700855	0		0		1340.63	77.4725
0.85106383	0		0		1340.63	77.4725
0.847457627	0		0		1340.63	77.4725
0.843881857	0		0		1340.63	77.4725
0.840336134	0		0		1340.63	77.4725
0.836820084	0		0		1340.63	77.4725
0.833333333	0		0		1340.63	77.4725
