100.98	1255.86	
100.96	1255.86	
100.96	1255.83	
100.92	1255.86		
100.56	1255.86		
99.89	1256.02	
97.8	1255.87	
97.21	1256.29	
96.12	1256.69	
95.26	1256.55	
94.51	1256.36	
91.48	1257.55	
89.48	1258.92	
87.57	1258.82	
81.46	1259.72	
79.89	1262.54	
76	1263.67	
70.44	1265.20	
64.82	1267.06	
58.14	1269.79	
48.99	1274.83	
44.75	1277.32	
33.62	1280.84	
24.61	1282.02	
19.59	1283.33	
14.71	1291.60	
11.31	1293.02	
8.99	1294.46	
7.17	1294.68	
5.58	1299.62	
4.7	1298.13	
4.11	1297.80	
3.41	1295.52		
3.06	1295.98		
2.88	1299.82		
2.67	1302.99		
2.47	1306.09		
2.18	1304.16	
2.08	1303.46		
1.88	1304.31		
1.71	1306.56		
1.66	1307.94		
1.52	1310.18		
1.37	1311.78		
1.32	1314.52		
1.3	1316.37		
1.22	1316.03		
0.89	1321.09		
0.67	1323.58	
0.56	1327.17	
0.5	1329.71	
0.41	1331.58	
0.34	1331.88	
0.29	1334.83	
0.27	1336.13	
0.24	1337.26	
0.22	1337.02	
0.15	1337.57	
0.14	1338.37	
0.13	1338.79	
0.11	1339.21	
0.09	1338.97	
0.05	1340.10	
0.03	1340.16	
0.01	1340.52	
0.01	1340.63	
0.01	1340.74	
0.01	1341.18	
0	1340.63	
