0		1352.48
0		1352.19
0		1352.76
0		1352.48
0.04		1352.48
0.06		1348.13
0.06		1348.54
0.2		1345.32
0.28		1340.41
0.4		1337.51
0.56		1336.07
0.64		1329.31
0.79		1328.37
0.94		1320.01
1.18		1314.62
1.44		1310.46
1.75		1309
2.05		1303.81
2.28		1297.55
2.45		1297.27
2.72		1292.68
3.07		1289.83
3.38		1286.2
3.81		1284.07
4.12		1284.45
4.46		1282.54
4.73		1281.83
5.02		1281
5.34		1282.13
5.89		1279.72
6.1		1277.57
6.58		1276.18
6.73		1275.22
7.35		1275.21
7.56		1274.36
7.92		1271.93
8.41		1271.76
8.81		1271.4
8.91		1271.25
9.38		1268.98
13.14		1267.92
16.92		1263.22
20.77		1265.4
24.79		1263.2
28.42		1262.7
31.79		1260.51
35.69		1260.47
47.83		1259.41
60.45		1261.14
69.98		1262.15
76.99		1260.51
83.04		1258.54
87.06		1257.93
90.08		1257.69
92.11		1257.98
93.63		1258.22
94.54		1258.04
95.36		1258.21
