50	20	3	20	573550939.749674	19426.9288
28567	12374	69331	13739	15796	6761	40826	59650	73862	18684	37745	22695	11622	27701	31403	17474	34483	61319	23362	62902	
15138	20220	30368	80977	81137	64329	63032	66051	41868	44661	4837	74863	42809	12510	80173	785	38622	64392	17345	17870	
39823	30247	118279	82718	108013	99607	80723	63978	84367	24617	59173	10517	88763	18126	38901	79234	67738	36041	51251	23328	
13395	2335	26728	94292	53630	56273	42323	80653	95693	20342	46965	79541	11784	62323	45280	56812	31096	92071	43936	81528	
88938	101127	28024	474	50181	87912	58574	8778	41028	31145	36281	2917	79168	108895	44600	108440	115610	54865	72305	30349	
50705	43996	67705	24077	44611	49204	94677	55136	29105	71108	46820	44267	85436	26413	42399	75290	72439	41705	31760	49173	
15615	56651	8144	38884	133582	67510	59002	47108	16794	2669	42394	52962	75218	67161	35617	16085	64961	21443	37696	96735	
1038	37852	42912	92818	109928	6956	112181	96138	82505	57753	42933	51139	131371	94020	16889	12953	113018	103509	2657	87062	
4294	136372	43694	1683	22102	35511	53678	35182	15442	89100	94488	21233	69507	54712	19794	99605	65893	64535	30094	67029	
69099	43337	26139	3832	43302	48848	1086	73517	48272	82648	31822	31548	49614	41059	27928	10524	32081	48664	10608	2597	
39871	35042	49081	29974	18800	7382	13233	85875	31895	48893	93626	26442	39467	93300	30645	55872	44506	57627	27611	49657	
1017	3150	78149	24330	63804	80729	43855	84106	131360	25197	30703	23472	30994	94524	51165	80276	57943	118926	69060	30411	
4688	47073	37815	80662	54081	54230	31240	57405	16463	12538	55898	30702	10489	17218	67154	4625	721	72885	88165	58407	
1622	22765	92953	95051	5166	24284	102530	60291	49511	32210	59362	61498	46344	63357	64716	80340	29708	100304	83835	36187	
93361	6340	46954	115401	69652	34888	99472	73712	48725	79615	95631	47038	79017	36092	72859	88986	18794	25816	95550	1063	
22622	58112	88426	51600	29867	16725	63653	69520	58884	108324	14100	67413	13488	1101	18711	32850	31953	56787	26142	40432	
54349	45032	55970	14652	39514	2973	32434	77316	74266	88735	80526	45989	40377	82793	8506	95427	54947	12616	20498	91317	
70024	60028	31606	12999	8608	53601	81680	16883	26730	92924	91409	29166	25178	96003	32580	12323	45266	11371	2088	61445	
82214	48991	10700	21650	34453	95887	53008	7978	45695	32759	32279	28601	25821	60543	16921	19499	81190	61600	95256	65180	
72718	23181	66269	44556	72913	35348	9499	95519	84106	32145	13631	105129	125495	29449	33070	73312	615	94786	67152	45421	
48337	76414	30932	36085	8569	92213	126197	58127	19584	16936	41391	26667	62942	96235	8245	34284	91051	64643	51540	45471	
69870	54729	50829	4856	39898	10458	55854	44864	37334	54734	3009	15797	74018	7006	72478	29126	2779	5292	3972	72626	
89504	21408	83617	38689	41476	82897	60019	42352	45253	17447	21383	24131	25411	27618	12863	88257	83421	76039	42272	39996	
81417	39868	53898	51806	27205	32294	1030	6750	20639	56484	3105	62741	59119	57169	28605	52110	13230	84004	61038	84435	
58143	82868	18406	38079	31665	94658	17900	29644	44490	14286	52166	27557	62330	9017	5849	35497	15512	47391	14093	10363	
56282	99565	22198	7161	58922	18297	106393	86994	81185	88751	29157	52506	50197	2323	52866	53988	9944	59442	8594	37371	
41870	69276	77517	63149	1822	1917	73931	25067	10907	23031	104655	31987	4173	18593	61634	117312	4847	9699	62167	13040	
104576	1221	31637	62305	87220	7239	24710	56026	114216	45718	112933	112091	85168	12098	48973	20759	1729	60814	57197	36470	
60157	23197	19970	9798	39561	63538	29777	37412	90963	39204	68610	42574	26435	73981	64111	30686	15461	5662	5985	84978	
98509	119474	46204	52471	30351	70492	3257	87829	79114	95872	36671	72899	63038	55120	3994	97296	30282	101246	59685	27175	
5979	32640	63629	70192	99693	85004	12056	81853	24188	98587	26556	33243	9177	10491	33451	31128	94875	110760	98408	68171	
28868	54408	80930	69010	69808	53783	66467	111870	93738	75583	25346	49516	80179	55462	108777	13723	72147	40348	550	89815	
111115	54041	38174	25562	27675	64752	4194	83473	41250	101683	19366	83127	123194	47159	46989	27311	25517	124436	46352	145446	
58770	41476	57608	36537	8216	84299	9296	32186	87406	5581	48851	22459	28455	85823	47527	18764	13923	17678	7794	122379	
75527	69815	24140	55029	43627	58134	92336	128413	101932	77051	71894	43100	39155	35726	930	2048	28039	82087	52925	43083	
7746	108812	80439	3016	78022	24814	50878	70119	23382	116635	51983	111997	53069	31720	49907	46757	4340	72043	50990	43929	
64414	77400	96967	16625	85808	21414	29678	53638	109818	38000	39963	54310	121414	30361	70065	85690	6340	17053	24991	2176	
42459	25101	29455	40064	52679	79567	23323	14423	50799	1878	34371	70881	78491	58688	55583	118738	41976	36408	51392	68757	
59118	53084	13004	28610	67645	83776	22938	15413	58821	51190	43600	19200	19968	77596	28997	4947	69923	59323	3325	84829	
81389	6567	54272	118772	99321	40276	80168	80140	71425	65229	33829	30057	87474	12511	6467	84614	59737	13026	9566	65851	
8443	47677	4214	69883	44803	4168	78325	81284	1925	135779	82286	25671	107598	1247	67439	59728	44590	112272	79710	35032	
11362	9297	7221	49534	48583	65748	63174	33070	77325	93387	68163	81915	71067	64312	74643	9869	51024	61950	38742	35077	
80587	65811	99882	48159	78058	64974	101973	17824	43146	79582	24728	45032	34371	104138	35934	62551	6934	8624	36541	11938	
98013	65262	32142	92026	45346	13756	12582	745	52614	55926	87728	58283	53713	23687	36516	69190	84522	27394	251	19873	
28499	34642	22228	58654	65679	87688	6166	20853	48538	77946	84601	31812	18873	58057	84538	8318	36742	24155	18499	30426	
54504	3813	32845	69663	9574	100453	12589	18851	14275	107693	59593	15722	50784	7895	87287	47205	3987	52666	54917	36032	
10007	49835	85524	57938	54382	71659	15382	70897	96835	69626	57325	88096	27528	4773	31351	80808	60912	87665	65507	2271	
17690	42574	72983	88020	72027	45067	66878	44308	27987	69707	60862	26109	73830	49231	83735	80139	42437	45571	15681	48197	
120204	44426	50192	33977	39990	53177	17514	52566	58211	78785	74800	31881	32069	42777	14636	67561	16267	93685	84595	41268	
114785	12502	43576	55593	71193	10527	30657	92	72005	34141	90550	42988	20395	88934	4463	107511	11649	34070	26824	38445	
