ILOG_CSV_FORMAT,1.1

GENERAL|NAMES,date,time,hostName,CPU,MHz,memory,search,comment,timeLimit,commandLine
GENERAL|KEYS,0,0,0,0,0,0,0,0,0,0
GENERAL,,,,,,,SchedulerLNS,,1.#INF,-result SingleMachineEarliTardi.csv -search SchedulerLNS -scenarii X:\dev\scheduler-papers\mista-2007\scenarii\SingleMachineEarliTardi\scenario.csv

RESULT|NAMES, modeler, instance, modelParams, time, numberOfSolutions, acceptable, lb, ub, completion, objectiveSense, runId
RESULT|KEYS, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RESULT, SingleMachineEarliTardi, SKS/sks524l.txt, , 149.359, 186, 0, 0, 78993, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks524r.txt, , 206.828, 216, 0, 0, 39306, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks525e.txt, , 185.938, 235, 0, 0, 46828, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks527q.txt, , 260.406, 174, 0, 0, 21946, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks538l.txt, , 121.563, 74, 0, 0, 16493, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks544b.txt, , 181.125, 169, 0, 0, 38573, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks545s.txt, , 98.2969, 147, 0, 0, 29765, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks555a.txt, , 87.75, 108, 0, 0, 22728, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks576l.txt, , 134.844, 70, 0, 0, 16311, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks587s.txt, , 262.625, 117, 0, 0, 19393, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks526u.txt, , 117.313, 156, 0, 0, 44589, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks543k.txt, , 253.125, 180, 0, 0, 32800, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks545z.txt, , 168.203, 114, 0, 0, 28571, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks556u.txt, , 72.5781, 94, 0, 0, 19316, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks563a.txt, , 86.2344, 126, 0, 0, 28538, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks564g.txt, , 263.656, 105, 0, 0, 33182, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks565a.txt, , 223.109, 109, 0, 0, 24100, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks566f.txt, , 157.484, 87, 0, 0, 18952, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks568x.txt, , 35.125, 37, 0, 0, 15663, 100, -1, 0
RESULT, SingleMachineEarliTardi, SKS/sks585x.txt, , 264.109, 82, 0, 0, 25114, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky100_21.txt, , 494.359, 232, 0, 804629, 1.51469e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky100_33.txt, , 240.047, 176, 0, 695130, 860303, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky100_65.txt, , 598.563, 270, 0, 1.19224e+006, 1.81821e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky100_66.txt, , 539.031, 292, 0, 1.98628e+006, 3.02339e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky100_75.txt, , 596.922, 312, 0, 1.69729e+006, 2.92051e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky100_129.txt, , 284.516, 222, 0, 2.8726e+006, 3.62894e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky100_178.txt, , 404.344, 203, 0, 3.36257e+006, 3.69116e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky100_199.txt, , 592.938, 232, 0, 2.62889e+006, 3.00954e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky100_251.txt, , 262.047, 204, 0, 1.06406e+007, 1.13838e+007, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky100_298.txt, , 277.578, 211, 0, 6.37644e+006, 7.24316e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky200_3.txt, , 1196.42, 288, 0, 1.81605e+006, 6.43368e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky200_4.txt, , 1197.03, 247, 0, 1.75484e+006, 7.31054e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky200_64.txt, , 1161.98, 406, 0, 4.49767e+006, 6.71611e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky200_74.txt, , 1191.06, 259, 0, 9.37482e+006, 1.57928e+007, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky200_107.txt, , 1199.36, 442, 0, 5.13403e+006, 5.68955e+006, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky200_218.txt, , 1154.89, 601, 0, 1.50814e+007, 1.69824e+007, 100, -1, 0
RESULT, SingleMachineEarliTardi, BKY/bky200_219.txt, , 1120.84, 474, 0, 1.11694e+007, 1.31131e+007, 100, -1, 0
