ILOG_CSV_FORMAT,1.1

GENERAL|NAMES,date,time,hostName,CPU,MHz,memory,search,comment,timeLimit,commandLine
GENERAL|KEYS,0,0,0,0,0,0,0,0,0,0
GENERAL,,,,,,,SchedulerLNS,,1.#INF,-result CommonDueDate.csv -search SchedulerLNS -scenarii X:\dev\scheduler-papers\mista-2007\scenarii\CommonDueDate\scenario.csv

RESULT|NAMES, modeler, instance, modelParams, time, numberOfSolutions, acceptable, lb, ub, completion, objectiveSense, runId
RESULT|KEYS, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RESULT, CommonDueDate, sch100-01, 0.8, 530.672, 460, 0, 0, 75359, 100, -1, 0
RESULT, CommonDueDate, sch100-03, 0.2, 595.984, 480, 0, 0, 137027, 100, -1, 0
RESULT, CommonDueDate, sch100-03, 0.4, 591.016, 427, 0, 0, 86838, 100, -1, 0
RESULT, CommonDueDate, sch100-03, 0.6, 581.031, 429, 0, 0, 70542, 100, -1, 0
RESULT, CommonDueDate, sch100-04, 0.4, 591.844, 420, 0, 0, 89751, 100, -1, 0
RESULT, CommonDueDate, sch100-04, 0.6, 591.984, 422, 0, 0, 71260, 100, -1, 0
RESULT, CommonDueDate, sch100-05, 0.2, 600.031, 491, 0, 0, 127277, 100, -1, 0
RESULT, CommonDueDate, sch100-08, 0.4, 599.609, 486, 0, 0, 101987, 100, -1, 0
RESULT, CommonDueDate, sch100-09, 0.6, 577.5, 399, 0, 0, 61131, 100, -1, 0
RESULT, CommonDueDate, sch100-10, 0.2, 598.813, 277, 0, 0, 131778, 100, -1, 0
RESULT, CommonDueDate, sch200-01, 0.6, 1186.75, 158, 0, 0, 408500, 100, -1, 0
RESULT, CommonDueDate, sch200-05, 0.2, 1174.78, 97, 0, 0, 755522, 100, -1, 0
RESULT, CommonDueDate, sch200-05, 0.8, 1199.38, 259, 0, 0, 360390, 100, -1, 0
RESULT, CommonDueDate, sch200-07, 0.2, 1138.41, 117, 0, 0, 648304, 100, -1, 0
RESULT, CommonDueDate, sch200-07, 0.8, 1197.25, 242, 0, 0, 336022, 100, -1, 0
RESULT, CommonDueDate, sch200-08, 0.8, 1198.66, 327, 0, 0, 309360, 100, -1, 0
RESULT, CommonDueDate, sch200-09, 0.4, 1193.83, 170, 0, 0, 464133, 100, -1, 0
RESULT, CommonDueDate, sch200-09, 0.8, 1134.83, 281, 0, 0, 330301, 100, -1, 0
RESULT, CommonDueDate, sch200-10, 0.4, 1200.89, 138, 0, 0, 517313, 100, -1, 0
RESULT, CommonDueDate, sch200-10, 0.6, 1199.05, 180, 0, 0, 380183, 100, -1, 0
