1000 0.43091893196105957 0.11088085174560547
2000 1.7177622318267822 0.1469419002532959
3000 4.25739598274231 0.18816900253295898
4000 7.433773994445801 0.2162156105041504
5000 12.549642086029053 0.24830007553100586
6000 20.403902292251587 0.35739707946777344
7000 29.984642028808594 0.5568358898162842
8000 41.09907388687134 0.44443511962890625
9000 73.24226403236389 0.4553258419036865
10000 83.97317004203796 0.5678620338439941
15000 X 0.5504839420318604
20000 X 0.7238929271697998
25000 X 0.9751460552215576
30000 X 1.1175827980041504
35000 X 1.314178228378296
40000 X 1.5137109756469727
45000 X 1.7079918384552002
50000 X 1.8978469371795654
55000 X 2.084207057952881
60000 X 2.27121901512146
65000 X 2.4928689002990723
70000 X 2.675544023513794
75000 X 2.920928955078125
80000 X 3.1887528896331787
85000 X 3.3789010047912598
90000 X 3.3473119735717773
95000 X 3.590725898742676
