ILOG_CSV_FORMAT,1.0,,,

ILOG_DATA_SCHEMA,MASC,0.9,,

RESOURCE|NAMES,RESOURCE_ID,NAME,CAPACITY,TIME_ORIGIN
RESOURCE|KEYS,1,0,0,0
RESOURCE|TYPES,int,string,int,int
RESOURCE,0,,1,0

ACTIVITY|NAMES,ACTIVITY_ID,NAME,SETUP_TYPE,
ACTIVITY|KEYS,1,0,0,
ACTIVITY|TYPES,int,string,int,
ACTIVITY,0,,-1,
ACTIVITY,1,,-1,
ACTIVITY,2,,-1,
ACTIVITY,3,,-1,
ACTIVITY,4,,-1,,,,
ACTIVITY,5,,-1,,,,
ACTIVITY,6,,-1,,,,
ACTIVITY,7,,-1,,,,
ACTIVITY,8,,-1,,,,
ACTIVITY,9,,-1,,,,

DUE_DATE|NAMES,ACTIVITY_ID,TYPE,DUE_DATE,EARL_FCOST,EARL_WEIGHT,TARD_FCOST,TARD_WEIGHT
DUE_DATE|TYPES,int,string,int,int,float,int,float
DUE_DATE,0,END,680,0,1.00,0,3.00
DUE_DATE,1,END,720,0,1.00,0,3.00
DUE_DATE,2,END,640,0,1.00,0,7.00
DUE_DATE,3,END,560,0,1.00,0,7.00
DUE_DATE,4,END,800,0,1.00,0,7.00
DUE_DATE,5,END,160,0,1.00,0,3.00
DUE_DATE,6,END,80,0,1.00,0,7.00
DUE_DATE,7,END,120,0,1.00,0,7.00,,,,,,,
DUE_DATE,8,END,280,0,1.00,0,7.00,,,,,,,
DUE_DATE,9,END,280,0,1.00,0,7.00,,,,,,,

MODE|NAMES,ACTIVITY_ID,MODE_ID,RESOURCE_ID,REQUIRED_CAP,MODE_COST,PMIN,PMAX,SMIN,SMAX,EMIN,EMAX,UNP_COST,UNP_STIME,UNP_SCOST
MODE|TYPES,int,int,int,int,int,int,int,int,int,int,int,int,int,int
MODE,0,0,0,1,100,70,70,0,19930,70,20000,950,0,0
MODE,1,0,0,1,100,70,70,0,19930,70,20000,950,0,0
MODE,2,0,0,1,100,90,90,0,19910,90,20000,1250,0,0
MODE,3,0,0,1,100,90,90,0,19910,90,20000,1250,0,0
MODE,4,0,0,1,100,90,90,0,19910,90,20000,1250,0,0
MODE,5,0,0,1,100,70,70,0,19930,70,20000,950,0,0
MODE,6,0,0,1,100,90,90,0,19910,90,20000,1250,0,0
MODE,7,0,0,1,100,90,90,0,19910,90,20000,1250,0,0
MODE,8,0,0,1,100,90,90,0,19910,90,20000,1250,0,0
MODE,9,0,0,1,100,90,90,0,19910,90,20000,1250,0,0
