ILOG_CSV_FORMAT,1.0,,,,

ILOG_DATA_SCHEMA,MASC,0.9,,,

RESOURCE|NAMES,RESOURCE_ID,NAME,CAPACITY,TIME_ORIGIN,
RESOURCE|KEYS,1,0,0,0,
RESOURCE|TYPES,int,string,int,int,
RESOURCE,0,,1,0,

ACTIVITY|NAMES,ACTIVITY_ID,NAME,SETUP_TYPE,,
ACTIVITY|KEYS,1,0,0,,
ACTIVITY|TYPES,int,string,int,,
ACTIVITY,0,,-1,,
ACTIVITY,1,,-1,,
ACTIVITY,2,,-1,,
ACTIVITY,3,,-1,,
ACTIVITY,4,,-1,
ACTIVITY,5,,-1,
ACTIVITY,6,,-1,
ACTIVITY,7,,-1,
ACTIVITY,8,,-1,
ACTIVITY,9,,-1,
ACTIVITY,10,,-1,
ACTIVITY,11,,-1,
ACTIVITY,12,,-1,
ACTIVITY,13,,-1,
ACTIVITY,14,,-1,
ACTIVITY,15,,-1,
ACTIVITY,16,,-1,
ACTIVITY,17,,-1,
ACTIVITY,18,,-1,
ACTIVITY,19,,-1,

DUE_DATE|NAMES,ACTIVITY_ID,TYPE,DUE_DATE,EARL_FCOST,EARL_WEIGHT,TARD_FCOST,TARD_WEIGHT
DUE_DATE|TYPES,int,string,int,int,float,int,float
DUE_DATE,0,END,935,0,4.00,0,4.00
DUE_DATE,1,END,961,0,2.00,0,2.00
DUE_DATE,2,END,947,0,4.00,0,2.00
DUE_DATE,3,END,875,0,2.00,0,5.00
DUE_DATE,4,END,985,0,4.00,0,1.00
DUE_DATE,5,END,1023,0,4.00,0,2.00
DUE_DATE,6,END,925,0,5.00,0,2.00
DUE_DATE,7,END,1076,0,3.00,0,4.00
DUE_DATE,8,END,991,0,5.00,0,4.00
DUE_DATE,9,END,953,0,5.00,0,1.00
DUE_DATE,10,END,923,0,4.00,0,2.00
DUE_DATE,11,END,998,0,5.00,0,1.00
DUE_DATE,12,END,929,0,5.00,0,1.00
DUE_DATE,13,END,948,0,2.00,0,3.00,,,,,,,
DUE_DATE,14,END,1043,0,2.00,0,1.00,,,,,,,
DUE_DATE,15,END,985,0,3.00,0,1.00,,,,,,,
DUE_DATE,16,END,1001,0,1.00,0,3.00,,,,,,,
DUE_DATE,17,END,896,0,3.00,0,3.00,,,,,,,
DUE_DATE,18,END,941,0,2.00,0,4.00,,,,,,,
DUE_DATE,19,END,1056,0,2.00,0,2.00,,,,,,,

MODE|NAMES,ACTIVITY_ID,MODE_ID,RESOURCE_ID,REQUIRED_CAP,MODE_COST,PMIN,PMAX,SMIN,SMAX,EMIN,EMAX,UNP_COST,UNP_STIME,UNP_SCOST
MODE|TYPES,int,int,int,int,int,int,int,int,int,int,int,int,int,int
MODE,0,0,0,1,100,29,29,0,3971,29,4000,900,0,0
MODE,1,0,0,1,100,45,45,0,3955,45,4000,900,0,0
MODE,2,0,0,1,100,86,86,0,3914,86,4000,900,0,0
MODE,3,0,0,1,100,84,84,0,3916,84,4000,900,0,0
MODE,4,0,0,1,100,34,34,0,3966,34,4000,900,0,0
MODE,5,0,0,1,100,29,29,0,3971,29,4000,900,0,0
MODE,6,0,0,1,100,48,48,0,3952,48,4000,900,0,0
MODE,7,0,0,1,100,24,24,0,3976,24,4000,900,0,0
MODE,8,0,0,1,100,92,92,0,3908,92,4000,900,0,0
MODE,9,0,0,1,100,51,51,0,3949,51,4000,900,0,0
MODE,10,0,0,1,100,24,24,0,3976,24,4000,900,0,0
MODE,11,0,0,1,100,11,11,0,3989,11,4000,900,0,0
MODE,12,0,0,1,100,59,59,0,3941,59,4000,900,0,0
MODE,13,0,0,1,100,70,70,0,3930,70,4000,900,0,0
MODE,14,0,0,1,100,18,18,0,3982,18,4000,900,0,0
MODE,15,0,0,1,100,47,47,0,3953,47,4000,900,0,0
MODE,16,0,0,1,100,90,90,0,3910,90,4000,900,0,0
MODE,17,0,0,1,100,94,94,0,3906,94,4000,900,0,0
MODE,18,0,0,1,100,58,58,0,3942,58,4000,900,0,0
MODE,19,0,0,1,100,88,88,0,3912,88,4000,900,0,0
