ILOG_CSV_FORMAT,1.0,,,

ILOG_DATA_SCHEMA,MASC,0.9,,

RESOURCE|NAMES,RESOURCE_ID,NAME,CAPACITY,TIME_ORIGIN
RESOURCE|KEYS,1,0,0,0
RESOURCE|TYPES,int,string,int,int
RESOURCE,0,,1,-1440
RESOURCE,1,,1,-1440
,,,,
RESOURCE_SETUP|NAMES,RESOURCE_ID,INITIAL_SETUP,FINAL_SETUP,MATRIX_ID
RESOURCE_SETUP|KEYS,1,0,0,0
RESOURCE_SETUP|TYPES,int,int,int,int
RESOURCE_SETUP,0,1,-1,0
RESOURCE_SETUP,1,1,-1,0
,,,,
SETUP|NAMES,MATRIX_ID,FROM,TO,TIME,COST
SETUP|TYPES,int,int,int,int,int
SETUP,0,0,0,0,0
SETUP,0,0,1,0,0
SETUP,0,1,0,1440,4800
SETUP,0,1,1,0,0
,,,,,
ACTIVITY|NAMES,ACTIVITY_ID,NAME,SETUP_TYPE,,
ACTIVITY|KEYS,1,0,0,,
ACTIVITY|TYPES,int,string,int,,
ACTIVITY,0,,1,,
ACTIVITY,1,,1,,
ACTIVITY,2,,1,,
ACTIVITY,3,,1,,
ACTIVITY,4,,1,,
ACTIVITY,5,,1,,
ACTIVITY,6,,1
ACTIVITY,7,,1
ACTIVITY,8,,1
ACTIVITY,9,,1
ACTIVITY,10,,0
ACTIVITY,11,,0
ACTIVITY,12,,0
ACTIVITY,13,,0
ACTIVITY,14,,0
ACTIVITY,15,,0
ACTIVITY,16,,0
ACTIVITY,17,,0
ACTIVITY,18,,0
ACTIVITY,19,,0
ACTIVITY,20,,0
ACTIVITY,21,,0
ACTIVITY,22,,0
ACTIVITY,23,,0
ACTIVITY,24,,0
ACTIVITY,25,,0
ACTIVITY,26,,0
ACTIVITY,27,,0
ACTIVITY,28,,0
ACTIVITY,29,,0
ACTIVITY,30,,0
ACTIVITY,31,,0
ACTIVITY,32,,0
ACTIVITY,33,,0
ACTIVITY,34,,0
ACTIVITY,35,,0
ACTIVITY,36,,0
ACTIVITY,37,,0
ACTIVITY,38,,0,,,,
ACTIVITY,39,,0,,,,

DUE_DATE|NAMES,ACTIVITY_ID,TYPE,DUE_DATE,EARL_FCOST,EARL_WEIGHT,TARD_FCOST,TARD_WEIGHT
DUE_DATE|TYPES,int,string,int,int,float,int,float
DUE_DATE,0,END,1473,0,1.00,0,7.00
DUE_DATE,1,END,1845,0,1.00,0,7.00
DUE_DATE,2,END,2682,0,1.00,0,7.00
DUE_DATE,3,END,7425,0,1.00,0,7.00
DUE_DATE,4,END,7425,0,1.00,0,7.00
DUE_DATE,5,END,8169,0,1.00,0,7.00
DUE_DATE,6,END,9285,0,1.00,0,7.00
DUE_DATE,7,END,9936,0,1.00,0,7.00
DUE_DATE,8,END,10680,0,1.00,0,7.00
DUE_DATE,9,END,15702,0,1.00,0,7.00
DUE_DATE,10,END,1473,0,1.00,0,5.00
DUE_DATE,11,END,1473,0,1.00,0,5.00
DUE_DATE,12,END,1473,0,1.00,0,5.00
DUE_DATE,13,END,1845,0,1.00,0,5.00
DUE_DATE,14,END,1845,0,1.00,0,5.00
DUE_DATE,15,END,1845,0,1.00,0,5.00
DUE_DATE,16,END,2682,0,1.00,0,5.00
DUE_DATE,17,END,2682,0,1.00,0,5.00
DUE_DATE,18,END,2682,0,1.00,0,5.00
DUE_DATE,19,END,4356,0,1.00,0,5.00
DUE_DATE,20,END,4356,0,1.00,0,5.00
DUE_DATE,21,END,7425,0,1.00,0,5.00
DUE_DATE,22,END,7425,0,1.00,0,5.00
DUE_DATE,23,END,8169,0,1.00,0,5.00
DUE_DATE,24,END,8169,0,1.00,0,5.00
DUE_DATE,25,END,8169,0,1.00,0,5.00
DUE_DATE,26,END,9285,0,1.00,0,5.00
DUE_DATE,27,END,9285,0,1.00,0,5.00,,,,,,,
DUE_DATE,28,END,9285,0,1.00,0,5.00,,,,,,,
DUE_DATE,29,END,9471,0,1.00,0,5.00,,,,,,,
DUE_DATE,30,END,9471,0,1.00,0,5.00,,,,,,,
DUE_DATE,31,END,9936,0,1.00,0,5.00,,,,,,,
DUE_DATE,32,END,9936,0,1.00,0,5.00,,,,,,,
DUE_DATE,33,END,9936,0,1.00,0,5.00,,,,,,,
DUE_DATE,34,END,10680,0,1.00,0,5.00,,,,,,,
DUE_DATE,35,END,10680,0,1.00,0,5.00,,,,,,,
DUE_DATE,36,END,10680,0,1.00,0,5.00,,,,,,,
DUE_DATE,37,END,15702,0,1.00,0,5.00,,,,,,,
DUE_DATE,38,END,15702,0,1.00,0,5.00,,,,,,,
DUE_DATE,39,END,15702,0,1.00,0,5.00,,,,,,,

MODE|NAMES,ACTIVITY_ID,MODE_ID,RESOURCE_ID,REQUIRED_CAP,MODE_COST,PMIN,PMAX,SMIN,SMAX,EMIN,EMAX,UNP_COST,UNP_STIME,UNP_SCOST
MODE|TYPES,int,int,int,int,int,int,int,int,int,int,int,int,int,int
MODE,0,0,0,1,80,78,78,975,19922,1053,20000,1170,0,0
MODE,0,1,1,1,120,78,78,975,19922,1053,20000,1170,0,0
MODE,1,0,0,1,240,234,234,1950,19766,2184,20000,3510,0,0
MODE,1,1,1,1,360,234,234,1950,19766,2184,20000,3510,0,0
MODE,2,0,0,1,160,156,156,2275,19844,2431,20000,2340,0,0
MODE,2,1,1,1,240,156,156,2337,19844,2493,20000,2340,0,0
MODE,3,0,0,1,320,312,312,2600,19688,2912,20000,4680,0,0
MODE,3,1,1,1,480,312,312,2600,19688,2912,20000,4680,0,0
MODE,4,0,0,1,160,156,156,2925,19844,3081,20000,2340,0,0
MODE,4,1,1,1,240,156,156,3057,19844,3213,20000,2340,0,0
MODE,5,0,0,1,240,234,234,3250,19766,3484,20000,3510,0,0
MODE,5,1,1,1,360,234,234,3250,19766,3484,20000,3510,0,0
MODE,6,0,0,1,80,78,78,3900,19922,3978,20000,1170,0,0
MODE,6,1,1,1,120,78,78,3900,19922,3978,20000,1170,0,0
MODE,7,0,0,1,320,312,312,5850,19688,6162,20000,4680,0,0
MODE,7,1,1,1,480,312,312,5937,19688,6249,20000,4680,0,0
MODE,8,0,0,1,160,156,156,7150,19844,7306,20000,2340,0,0
MODE,8,1,1,1,240,156,156,7377,19844,7533,20000,2340,0,0
MODE,9,0,0,1,320,312,312,8125,19688,8437,20000,4680,0,0
MODE,9,1,1,1,480,312,312,8125,19688,8437,20000,4680,0,0
MODE,10,0,0,1,60,78,78,0,19922,78,20000,1170,0,0
MODE,10,1,1,1,60,78,78,177,19922,255,20000,1170,0,0
MODE,11,0,0,1,300,390,390,325,19610,715,20000,5850,0,0
MODE,11,1,1,1,300,390,390,325,19610,715,20000,5850,0,0
MODE,12,0,0,1,120,156,156,325,19844,481,20000,2340,0,0
MODE,12,1,1,1,120,156,156,325,19844,481,20000,2340,0,0
MODE,13,0,0,1,180,234,234,650,19766,884,20000,3510,0,0
MODE,13,1,1,1,180,234,234,897,19766,1131,20000,3510,0,0
MODE,14,0,0,1,300,390,390,975,19610,1365,20000,5850,0,0
MODE,14,1,1,1,300,390,390,975,19610,1365,20000,5850,0,0
MODE,15,0,0,1,180,234,234,1300,19766,1534,20000,3510,0,0
MODE,15,1,1,1,180,234,234,1617,19766,1851,20000,3510,0,0
MODE,16,0,0,1,300,390,390,1625,19610,2015,20000,5850,0,0
MODE,16,1,1,1,300,390,390,1625,19610,2015,20000,5850,0,0
MODE,17,0,0,1,180,234,234,1625,19766,1859,20000,3510,0,0
