10	5	3	5	27912560.3928423	970.5086
4	23.322	0	24.041	1	19.786	40693	0	2	17.042	1	16.288	4	21.26	69682	0	0	15.109	3	17.614	4	24.409	77337	0	2	19.511	1	15.275	4	22.402	19363	0	4	20.339	3	17.835	0	16.416	11521	0	157170	1.735
2	18.977	4	19.548	1	23.949	81165	0	3	23.839	4	22.09	0	23.305	27383	0	4	20.248	2	24.724	3	18.555	20454	0	4	21.943	1	15.681	3	21.243	84994	0	4	15.644	3	18.37	2	24.024	14622	0	452892	4.105
1	21.501	0	15.589	2	17.743	79526	0	1	22.127	3	23.949	4	21.611	15531	0	0	21.832	1	23.231	3	15.865	90827	0	4	24.576	3	23.986	1	20.893	91013	0	0	20.414	2	21.169	3	24.41	8422	0	375194	1.32
0	15.625	4	15.404	3	17.283	44337	0	2	17.375	1	17.909	0	18.701	43608	0	0	24.502	3	17.026	4	23.987	1495	0	3	24.3	4	18.463	1	22.772	49628	0	1	17.67	0	24.3	3	19.253	27746	0	150299	2.497
0	24.281	3	20.562	2	23.379	44519	0	3	19.567	4	17.836	1	17.725	45250	0	4	22.403	0	23.747	1	15.884	56192	0	4	18.02	0	22.237	2	18.222	33766	0	1	17.486	0	20.837	3	15.276	95755	0	253443	7.337
3	18.775	4	21.114	1	18.057	11339	0	0	19.567	2	20.672	1	15.128	36682	0	0	18.351	1	20.58	2	22.937	20271	0	1	17.947	2	20.046	4	22.145	61292	0	3	22.145	2	17.21	4	24.872	56372	0	215894	7.636
0	21.207	3	23.048	2	20.875	94658	0	3	16.621	1	16.418	0	16.234	36	0	3	21.281	2	19.826	1	23.104	17356	0	2	15.093	3	21.557	0	22.902	48167	0	1	20.103	2	19.9	0	20.765	30849	0	345256	9.642
4	18.28	3	15.683	2	24.468	60568	0	0	18.704	2	22.019	1	19.716	79165	0	3	15.204	2	19.68	4	22.774	97765	0	4	24.007	1	18.887	3	18.629	52913	0	2	20.784	3	16.659	1	16.272	35048	0	170865	5.051
1	15.462	2	24.559	0	24.173	9702	0	0	15.149	4	19.182	3	16.199	82269	0	1	18.814	2	17.653	3	18.372	85737	0	2	22.755	1	17.544	4	17.931	13538	0	0	17.084	3	18.686	1	24.34	14635	0	181998	1.354
2	15.095	4	22.222	1	22.995	54016	0	0	17.894	2	22.425	3	22.13	47634	0	0	20.067	4	15.334	1	23.345	78630	0	0	15.831	1	22.019	2	15.96	77719	0	4	20.343	1	16.918	0	22.241	44355	0	380966	3.591
685241	0	139678	0
245032	0	124213	0
272260	0	92760	0
240626	0	103480	0
332024	0	110511	0
