Instance10PP5Act3Res5TResMinUnc0.0MaxUnc0.0Seed6.dat
74973	63489	11351	13353	38879	
3329	50185	55109	49276	71886	
47086	18280	65501	56019	14813	
31403	30492	88831	85362	76249	
21920	58925	78434	95023	33581	
87548	29572	49808	90651	98854	
63665	38	34134	80442	58378	
80805	51270	66767	30851	52361	
41241	63307	2411	36318	72233	
78800	61117	97944	31580	73692	
0	30033	640853	107412	1359085	107412	2077317	107412	2795549	107412	3513781	107412	4232013	107412	4950245	107412	5668477	107412	6386709	107412	7104941	107412	7823173	107412	8541405	107412	9259637	107412	
302312	128047	825046	128047	1347780	128047	1870514	128047	2393248	128047	2915982	128047	3438716	128047	3961450	128047	4484184	128047	5006918	128047	5529652	128047	6052386	128047	6575120	128047	7097854	128047	7620588	128047	8143322	128047	8666056	128047	9188790	128047	
581236	158117	1515246	158117	2449256	158117	3383266	158117	4317276	158117	5251286	158117	6185296	158117	7119306	158117	8053316	158117	8987326	158117	
239764	133355	1008503	133355	1777242	133355	2545981	133355	3314720	133355	4083459	133355	4852198	133355	5620937	133355	6389676	133355	7158415	133355	7927154	133355	8695893	133355	
0	16433	681289	91306	1437451	91306	2193613	91306	2949775	91306	3705937	91306	4462099	91306	5218261	91306	5974423	91306	6730585	91306	7486747	91306	8242909	91306	8999071	91306	
