Instance10PP5Act3Res5TResMinUnc0.0MaxUnc0.0Seed7.dat
91850	52650	81455	51922	11264	
26765	26395	74893	56294	83458	
52463	4516	14729	59580	95134	
73434	71067	77633	98419	31875	
16190	81463	50283	95318	97138	
29320	62503	14916	6348	55943	
55944	27865	53574	93680	22943	
49016	43547	59049	17118	66892	
707	97522	67261	48115	20216	
43190	82204	68163	36073	40447	
148404	54503	504630	54503	860856	54503	1217082	54503	1573308	54503	1929534	54503	2285760	54503	2641986	54503	2998212	54503	3354438	54503	3710664	54503	4066890	54503	4423116	54503	4779342	54503	5135568	54503	5491794	54503	5848020	54503	6204246	54503	6560472	54503	6916698	54503	7272924	54503	7629150	54503	7985376	54503	
0	74499	833970	108931	1702372	108931	2570774	108931	3439176	108931	4307578	108931	5175980	108931	6044382	108931	6912784	108931	7781186	108931	
40456	55282	539313	55282	1038170	55282	1537027	55282	2035884	55282	2534741	55282	3033598	55282	3532455	55282	4031312	55282	4530169	55282	5029026	55282	5527883	55282	6026740	55282	6525597	55282	7024454	55282	7523311	55282	8022168	55282	
70144	98441	516920	98441	963696	98441	1410472	98441	1857248	98441	2304024	98441	2750800	98441	3197576	98441	3644352	98441	4091128	98441	4537904	98441	4984680	98441	5431456	98441	5878232	98441	6325008	98441	6771784	98441	7218560	98441	7665336	98441	8112112	98441	
337392	84829	1107803	84829	1878214	84829	2648625	84829	3419036	84829	4189447	84829	4959858	84829	5730269	84829	6500680	84829	7271091	84829	8041502	84829	
