20	10	3	10	175528989.32734	3871.9696
7	20.596	8	17.575	0	20.485	89149	0	0	21.718	5	24.093	9	23.043	42161	0	8	21.201	9	15.787	4	18.107	5003	0	4	23.853	6	23.356	7	19.158	79590	0	8	16.156	6	19.932	7	22.971	77953	0	8	21.756	9	17.06	7	19.453	22522	0	3	17.961	2	24.812	8	21.92	43292	0	8	18.973	4	15.086	1	18.99	58039	0	9	15.029	1	16.778	7	22.615	79167	0	8	19.244	7	17.789	9	19.299	98836	0	742852	2.515
9	22.963	0	24.601	3	20.788	10757	0	5	23.568	9	16.772	7	24.395	63794	0	2	17.009	0	15.738	1	17.431	56846	0	4	21.409	0	18.683	9	23.177	1944	0	7	17.634	1	18.481	2	15.552	34367	0	4	16.896	1	23.986	5	24.758	72438	0	7	15.218	8	15.843	2	17.977	68748	0	4	23.004	9	17.11	3	21.842	54841	0	2	20.129	1	15.892	5	20.679	34729	0	0	19.647	8	16.662	1	23.972	40137	0	485531	5.331
2	21.115	3	22.734	5	15.955	41345	0	8	21.994	4	21.385	6	21.641	27052	0	0	15.838	1	17.255	8	22.962	3089	0	5	20.253	4	21.246	8	22.534	3001	0	8	24.834	2	19.4	9	17.097	173	0	6	16.489	1	17.134	0	16.986	45289	0	4	16.103	9	20.357	7	24.298	31513	0	2	19.454	4	18.275	6	18.845	12084	0	3	24.627	9	23.595	5	22.968	42241	0	1	15.546	0	15.122	9	23.556	68201	0	346320	5.203
3	22.579	8	24.991	1	24.714	72646	0	8	19.557	9	23.608	5	23.037	95685	0	6	18.046	5	17.622	0	15.448	81347	0	5	17.327	3	23.551	9	20.512	36924	0	4	18.45	1	17.142	0	20.125	71082	0	8	16.791	0	22.094	2	15.095	92295	0	3	20.748	1	23.786	0	23.968	44040	0	3	17.926	8	19.399	5	20.06	61778	0	1	24.755	8	21.089	5	22.377	33018	0	1	15.856	5	18.525	6	18.064	33968	0	311391	8.609
9	16.957	2	16.752	4	16.198	90880	0	5	22.199	9	15.621	7	16.52	78863	0	3	22.557	5	22.904	9	16.491	68654	0	5	17.409	0	18.547	8	16.757	97630	0	4	22.407	0	18.978	2	19.25	42181	0	0	21.161	9	23.385	7	22.608	92284	0	0	23.231	7	24.7	3	19.632	89863	0	1	16.572	2	19.404	5	16.638	51150	0	1	20.926	3	16.374	2	17.088	25185	0	0	17.6	1	15.533	4	17.058	33667	0	490701	7.792
6	23.849	1	20.143	2	17.027	68574	0	0	21.626	5	18.731	3	18.745	98909	0	1	23.989	6	20.192	0	20.556	19288	0	0	19.245	3	18.025	8	20.913	36641	0	2	24.151	6	18.31	4	17.957	48502	0	3	23.865	5	17.803	9	20.066	20773	0	8	18.534	7	21.552	6	20.425	26927	0	9	17.255	4	19.959	5	21.834	41982	0	1	17.264	7	19.121	3	17.534	17804	0	4	21.269	7	17.233	9	20.932	96056	0	412695	9.348
7	17.613	4	22.73	3	21.474	11827	0	5	18.046	3	15.741	0	21.207	35679	0	0	22.824	2	21.016	3	15.581	70798	0	5	19.482	0	15.169	7	17.136	88196	0	1	15.807	0	20.224	3	17.717	62531	0	1	17.751	4	22.076	3	15.461	2917	0	4	15.144	8	18.861	7	16.759	44994	0	3	19.868	8	15.556	5	24.816	6991	0	5	21.406	2	22.545	3	15.95	90011	0	2	24.584	9	19.849	6	24.082	66338	0	877955	6.414
6	19.161	3	18.311	5	16.301	48827	0	2	16.059	3	22.98	5	23.548	45864	0	9	20.634	5	19.433	2	16.373	91729	0	4	15.32	3	22.996	6	22.79	8296	0	5	15.898	3	16.999	9	20.42	51902	0	6	24.192	3	23.507	1	20.336	68128	0	9	17.404	7	20.972	0	15.038	27801	0	1	19.565	8	18.842	5	24.161	41405	0	3	22.388	1	17.633	6	18.771	62080	0	8	21.474	5	24.14	4	21.705	87823	0	278138	3.314
4	17.392	8	15.822	0	21.121	93107	0	8	21.577	1	23.065	9	19.083	14485	0	2	18.693	0	16.11	6	23.289	3098	0	8	21.131	4	21.072	9	24.292	54022	0	6	15.927	2	24.155	3	19.235	74090	0	0	18.863	4	18.675	2	21.636	40695	0	3	17.95	2	19.456	6	20.097	77633	0	1	15.748	8	21.399	6	24.214	15714	0	3	19.625	1	19.088	7	21.405	5714	0	9	16.356	4	20.755	8	16.72	57115	0	587287	6.928
0	18.449	6	15.206	2	15.277	13125	0	6	15.128	7	21.922	1	16.782	55152	0	9	18.824	0	23.187	5	21.49	85107	0	4	18.375	2	22.019	9	16.104	44653	0	1	19.711	2	15.859	8	19.871	36257	0	0	22.502	9	16.551	5	17.285	69032	0	2	21.813	8	18.956	7	23.152	98309	0	8	23.13	5	20.402	6	21.136	87082	0	9	17.763	0	19.841	5	21.44	15842	0	3	22.745	2	24.823	7	19.259	65997	0	838717	3.249
8	17.967	5	16.306	1	17.887	1994	0	2	23.961	1	22.54	0	22.243	66861	0	0	22.553	6	16.417	4	23.117	21579	0	7	23.335	8	19.944	4	18.891	43908	0	8	22.239	2	16.215	3	20.908	93006	0	1	15.363	8	22.58	0	16.831	61671	0	4	21.765	9	16.128	8	22.203	84091	0	3	18.831	6	22.088	1	21.478	25896	0	8	23.999	0	24.642	2	16.979	50986	0	0	23.717	8	17.067	7	15.941	14055	0	462654	4.476
9	16.786	6	24.372	2	23.413	36167	0	3	24.553	8	21.365	0	18.049	94893	0	5	24.916	7	22.097	6	15.227	21772	0	8	17.288	7	21.339	9	23.346	98302	0	5	24.801	2	15.297	0	24.467	63403	0	3	22.404	4	16.51	1	23.342	93564	0	9	16.877	5	20.357	4	16.47	1906	0	8	20.244	1	20.962	5	20.352	63359	0	4	23.757	1	15.358	7	23.349	41824	0	0	16.514	8	21.484	6	23.342	2392	0	797076	5.669
4	23.064	8	19.913	0	20.077	8147	0	0	15.398	4	15.635	3	19.962	52521	0	3	22.999	1	16.496	2	19.68	54200	0	0	21.242	2	19.067	9	22.38	75354	0	3	23.758	7	21.269	9	18.633	83350	0	8	21.08	6	16.29	9	15.698	36075	0	1	18.697	2	24.864	4	15.599	62973	0	3	19.206	5	19.204	2	17.213	90209	0	7	24.43	9	24.796	4	19.858	61263	0	5	19.414	8	22.837	3	19.539	65828	0	625315	6.316
1	15.393	6	20.62	7	21.244	67263	0	1	22.236	5	15.659	4	19.082	6496	0	6	21.897	0	17.881	4	17.989	23912	0	7	15.336	8	16.089	4	21.796	72108	0	9	20.745	6	21.038	8	16.746	77613	0	4	17.315	1	21.034	6	21.254	75797	0	3	23.757	6	21.657	8	22.024	40226	0	3	19.757	0	15.206	5	21.374	15930	0	4	15.516	9	17.485	3	19.086	25337	0	1	20.355	7	16.246	2	20.148	21225	0	507681	9.466
1	22.209	6	24.951	5	23.844	69229	0	6	21.412	8	20.287	2	15.589	60142	0	5	24.004	2	23.506	7	23.412	2345	0	9	21.146	2	18.217	5	17.811	35131	0	9	16.465	6	20.681	2	16.462	48016	0	4	17.566	9	18.062	6	18.577	58500	0	0	15.814	2	24.341	9	19.129	38506	0	4	21.192	0	16.256	6	24.544	24131	0	3	24.323	8	23.991	5	20.124	79913	0	7	22.537	8	24.489	6	19.591	24809	0	397971	2.935
0	24.029	1	18.467	2	24.249	38408	0	0	19.332	4	18.835	7	16.607	41581	0	9	23.219	6	21.728	3	23.036	21748	0	1	20.661	6	17.863	3	22.431	98870	0	0	17.625	5	15.952	6	22.106	8765	0	9	16.253	5	16.755	4	19.412	28558	0	9	17.356	7	24.066	2	16.045	82223	0	9	19.904	5	16.545	2	15.912	74227	0	1	21.393	5	16.286	3	20.516	59448	0	6	15.814	5	21.848	8	18.618	13275	0	608635	8.271
