Instance10PP5Act3Res5TResMinUnc0.0MaxUnc0.0Seed8.dat
40693	69682	77337	19363	11521	
81165	27383	20454	84994	14622	
79526	15531	90827	91013	8422	
44337	43608	1495	49628	27746	
44519	45250	56192	33766	95755	
11339	36682	20271	61292	56372	
94658	36	17356	48167	30849	
60568	79165	97765	52913	35048	
9702	82269	85737	13538	14635	
54016	47634	78630	77719	44355	
465751	139678	1290670	139678	2115589	139678	2940508	139678	3765427	139678	4590346	139678	5415265	139678	6240184	139678	7065103	139678	7890022	139678	8714941	139678	9539860	139678	
0	45273	290305	124213	659550	124213	1028795	124213	1398040	124213	1767285	124213	2136530	124213	2505775	124213	2875020	124213	3244265	124213	3613510	124213	3982755	124213	4352000	124213	4721245	124213	5090490	124213	5459735	124213	5828980	124213	6198225	124213	6567470	124213	6936715	124213	7305960	124213	7675205	124213	8044450	124213	8413695	124213	8782940	124213	9152185	124213	9521430	124213	9890675	124213	
201273	92760	566293	92760	931313	92760	1296333	92760	1661353	92760	2026373	92760	2391393	92760	2756413	92760	3121433	92760	3486453	92760	3851473	92760	4216493	92760	4581513	92760	4946533	92760	5311553	92760	5676573	92760	6041593	92760	6406613	92760	6771633	92760	7136653	92760	7501673	92760	7866693	92760	8231713	92760	8596733	92760	8961753	92760	9326773	92760	9691793	92760	10056813	92760	
0	81899	322525	103480	666631	103480	1010737	103480	1354843	103480	1698949	103480	2043055	103480	2387161	103480	2731267	103480	3075373	103480	3419479	103480	3763585	103480	4107691	103480	4451797	103480	4795903	103480	5140009	103480	5484115	103480	5828221	103480	6172327	103480	6516433	103480	6860539	103480	7204645	103480	7548751	103480	7892857	103480	8236963	103480	8581069	103480	8925175	103480	9269281	103480	9613387	103480	9957493	103480	
28197	110511	470732	110511	913267	110511	1355802	110511	1798337	110511	2240872	110511	2683407	110511	3125942	110511	3568477	110511	4011012	110511	4453547	110511	4896082	110511	5338617	110511	5781152	110511	6223687	110511	6666222	110511	7108757	110511	7551292	110511	7993827	110511	8436362	110511	8878897	110511	9321432	110511	9763967	110511	
