Instance20PP10Act3Res10TResMinUnc0.0MaxUnc0.0Seed3.dat
53953	7337	70825	98924	47148	75212	51661	83882	79079	82829	
91488	80990	51330	8524	20212	45554	12895	86504	19343	76319	
46120	73142	10255	24276	50851	67370	20413	83553	84863	46953	
61707	50183	33894	16487	1248	41414	57676	68265	66435	90290	
53956	43487	94250	76436	78284	95785	51447	50837	68976	16168	
35353	12034	91515	81813	81739	24746	96068	35718	68672	66216	
95441	42582	7731	25894	34901	39308	7937	46354	55565	22257	
52358	3109	89647	26457	91755	59832	66146	15895	34147	19353	
57751	66570	23928	27909	30383	71093	15486	75964	32465	87729	
64359	3562	54290	88376	58055	66882	90975	62334	68654	52144	
41975	62212	93889	26343	88196	75802	56255	11868	74093	21777	
62402	36259	57112	67715	84478	45600	6140	55611	74416	93554	
45567	26172	42661	76623	62240	79002	92633	16715	20985	51292	
39816	8066	26236	70624	7042	51174	89258	94308	28039	66385	
44167	55279	4913	10669	17304	81521	90282	61637	78900	2050	
69381	43330	66105	50736	64677	96444	58524	50103	49120	92769	
33737	4746	57757	94503	87456	15472	90950	2126	75168	19283	
32285	87375	25209	58914	73992	95970	78907	45230	11167	15368	
55104	34658	63423	10674	18613	20879	334	80041	14960	20227	
64480	74427	44236	49753	43023	61054	67202	33565	71728	97275	
163523	126759	561480	126759	959437	126759	1357394	126759	1755351	126759	2153308	126759	2551265	126759	2949222	126759	3347179	126759	3745136	126759	4143093	126759	4541050	126759	4939007	126759	5336964	126759	5734921	126759	6132878	126759	6530835	126759	6928792	126759	7326749	126759	7724706	126759	8122663	126759	8520620	126759	8918577	126759	9316534	126759	9714491	126759	10112448	126759	10510405	126759	10908362	126759	11306319	126759	11704276	126759	12102233	126759	12500190	126759	12898147	126759	13296104	126759	13694061	126759	14092018	126759	14489975	126759	14887932	126759	15285889	126759	15683846	126759	16081803	126759	16479760	126759	16877717	126759	17275674	126759	17673631	126759	18071588	126759	18469545	126759	18867502	126759	19265459	126759	19663416	126759	20061373	126759	20459330	126759	20857287	126759	21255244	126759	21653201	126759	22051158	126759	22449115	126759	22847072	126759	23245029	126759	23642986	126759	24040943	126759	24438900	126759	24836857	126759	25234814	126759	25632771	126759	26030728	126759	26428685	126759	26826642	126759	27224599	126759	27622556	126759	28020513	126759	28418470	126759	28816427	126759	29214384	126759	29612341	126759	30010298	126759	30408255	126759	30806212	126759	31204169	126759	31602126	126759	32000083	126759	32398040	126759	32795997	126759	33193954	126759	33591911	126759	33989868	126759	34387825	126759	34785782	126759	35183739	126759	35581696	126759	35979653	126759	36377610	126759	36775567	126759	37173524	126759	37571481	126759	37969438	126759	38367395	126759	38765352	126759	39163309	126759	39561266	126759	39959223	126759	40357180	126759	40755137	126759	41153094	126759	41551051	126759	41949008	126759	42346965	126759	42744922	126759	43142879	126759	43540836	126759	43938793	126759	44336750	126759	44734707	126759	45132664	126759	
