Instance10PP5Act3Res5TResMinUnc0.0MaxUnc0.0Seed5.dat
82828	3155	74258	5703	1506	
13905	12081	72430	82457	4605	
81905	72241	54377	89563	67501	
26477	23928	28852	93941	46354	
58567	61116	35410	20460	96848	
74601	27560	16620	10968	73687	
212	6224	51802	8406	31921	
50703	96101	9502	78600	68752	
16793	66201	70576	55443	56175	
49429	80236	68931	67293	45051	
0	9503	517500	74453	1099950	74453	1682400	74453	2264850	74453	2847300	74453	3429750	74453	4012200	74453	4594650	74453	5177100	74453	5759550	74453	6342000	74453	6924450	74453	7506900	74453	8089350	74453	8671800	74453	
46275	65110	803537	65110	1560799	65110	2318061	65110	3075323	65110	3832585	65110	4589847	65110	5347109	65110	6104371	65110	6861633	65110	7618895	65110	8376157	65110	
77783	74982	394637	74982	711491	74982	1028345	74982	1345199	74982	1662053	74982	1978907	74982	2295761	74982	2612615	74982	2929469	74982	3246323	74982	3563177	74982	3880031	74982	4196885	74982	4513739	74982	4830593	74982	5147447	74982	5464301	74982	5781155	74982	6098009	74982	6414863	74982	6731717	74982	7048571	74982	7365425	74982	7682279	74982	7999133	74982	8315987	74982	8632841	74982	
0	12290	551981	81152	1172824	81152	1793667	81152	2414510	81152	3035353	81152	3656196	81152	4277039	81152	4897882	81152	5518725	81152	6139568	81152	6760411	81152	7381254	81152	8002097	81152	8622940	81152	
226675	119743	633230	119743	1039785	119743	1446340	119743	1852895	119743	2259450	119743	2666005	119743	3072560	119743	3479115	119743	3885670	119743	4292225	119743	4698780	119743	5105335	119743	5511890	119743	5918445	119743	6325000	119743	6731555	119743	7138110	119743	7544665	119743	7951220	119743	8357775	119743	
