0.900000	1217.419140	87.392551
2.900000	1171.601030	64.510341
4.900000	1163.561370	59.900488
6.900000	1164.326230	64.248592
8.900000	1159.407920	63.607856
10.900000	1158.969420	64.049564
12.900000	1164.084930	62.730049
14.900000	1166.379160	64.387317
16.900000	1163.363110	62.052677
18.900000	1158.873290	65.925575
20.900000	1159.900970	59.544750
22.900000	1162.137500	61.844651
24.900000	1161.913640	61.671966
26.900000	1164.388310	59.276892
28.900000	1163.744660	61.983056
30.900000	1164.035310	63.075099
32.900000	1167.057710	62.239403
34.900000	1164.736810	62.686050
36.900000	1167.414550	57.364351
38.900000	1165.885410	59.135890
40.900000	1161.684930	59.463061
42.900000	1158.347400	56.532640
44.900000	1161.007720	56.185562
46.900000	1160.999670	56.454038
48.900000	1160.829260	56.436878
50.900000	1164.316280	57.033933
