0.850000	1317.980880	86.863788
0.860000	1317.980880	86.863788
0.870000	1317.962100	86.894609
0.880000	1317.962100	86.894609
0.890000	1317.962100	86.894609
0.900000	1317.980880	86.863788
0.910000	1317.962100	86.894609
0.920000	1317.962100	86.894609
0.930000	1317.962100	86.894609
0.940000	1318.484020	86.770072
0.950000	1318.087300	86.836156
0.960000	1319.164680	87.078670
0.970000	1318.371470	86.770202
0.980000	1318.644340	86.126375
0.990000	1318.605370	86.182140
1.000000	1318.198720	86.865339
1.010000	1319.188560	85.772047
1.020000	1318.779210	86.306019
1.030000	1318.705400	86.413497
1.040000	1318.705400	86.413497
1.050000	1318.705400	86.413497
