# INSTANCE: InstancesTDTSP/inst_10_4_TW.txt DATA_TDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 60
# EXTRACTION TIME: 0.12
* 0 7545
* 0 7396
* 0.001 7375
* 0.001 7374
* 0.001 7319
* 0.001 7251
* 0.002 7216
* 0.003 7203
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 7203
# NUMBER OF BRANCHES: 568
# END TIME: 0.125
## Solution: 
10
168 0
69 319
70 472
11 1210
161 1903
153 2310
89 4205
39 5617
38 5973
155 6802
# BEST TD SOLUTION: 7203
