# INSTANCE: InstancesTDTSP/inst_100_15_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.07 67472 54304
* 0.09 57118 53044
* 10.63 51480 53897
* 10.63 51343 53526
* 10.64 51302 53739
* 10.65 51186 53739
* 10.65 50951 53145
* 10.96 49757 51702
* 10.97 49374 51702
* 10.97 49273 51527
* 10.97 49117 50503
* 10.98 49037 51417
* 10.98 48742 50313
* 11.72 47954 50345
* 11.73 47930 50345
* 11.75 47928 50345
* 11.76 47826 49877
* 11.78 47704 49877
* 11.79 47682 49877
* 11.8 47435 49146
* 11.81 47416 49146
* 11.81 47407 49821
* 11.84 47065 49146
* 11.85 46880 49146
* 11.87 46821 49146
* 11.89 46776 48944
* 11.97 46666 48931
* 12.05 46559 47820
* 12.06 46553 48918
* 12.14 46470 47820
* 12.67 46381 47820
* 12.7 46342 48928
* 13.14 46326 47820
* 13.18 46254 47820
* 13.23 46196 47820
* 13.24 46083 47820
* 13.55 46078 47820
* 13.57 45815 48281
* 14.23 45750 48055
* 14.25 45725 48253
* 14.32 45644 47551
* 14.33 45613 47551
* 14.38 45539 47551
* 15.04 45538 47777
* 15.09 45531 47777
* 15.1 45477 47777
* 15.11 45456 47777
* 15.34 45438 47777
* 15.44 45350 47551
* 15.7 45335 47551
* 15.72 45294 47551
* 16.1 45273 47770
* 16.75 45140 47147
* 16.78 45129 47147
* 16.83 45106 47496
* 17.38 45007 47387
* 18.14 44609 47014
* 18.18 44373 46947
* 18.21 44338 46961
* 18.6 44325 46961
* 18.65 44296 46952
* 18.83 44291 47051
* 18.96 44260 46800
* 19.01 44240 46788
* 19.01 44180 46788
* 19.05 44167 46788
* 19.43 44121 46788
* 19.43 44088 46788
* 19.44 44070 46666
* 19.44 44067 46666
* 19.52 44020 46666
* 19.53 43947 46511
* 19.58 43822 46511
* 19.62 43679 46411
* 21.18 43626 46337
* 21.35 43489 46223
* 21.38 43408 46074
* 21.44 43360 46074
* 21.49 43187 46029
* 21.5 43148 46029
* 21.51 43128 45996
* 21.55 43123 46029
* 21.58 43090 46029
* 21.62 43083 46029
* 21.81 43013 45899
* 21.87 43011 46029
* 21.88 42998 46029
* 21.93 42996 46029
* 22.11 42900 45743
* 24.17 42886 45866
* 24.18 42826 45873
* 24.21 42703 45730
* 26.77 42684 45275
* 26.79 42602 45257
* 26.81 42474 45182
* 26.82 42469 45221
* 26.83 42440 45131
* 26.85 42413 44937
* 26.96 42370 44775
* 26.97 42326 44850
* 26.98 42308 44880
* 27 42295 44878
* 27.29 42271 44873
* 27.3 42249 45010
* 27.31 42243 45000
* 29.6 42128 44634
* 88.32 41928 43590
* 95.88 41897 44070
* 95.89 41820 43897
* 95.92 41808 43818
* 96.22 41717 43805
* 816.29 41700 43965
* 816.33 41694 43994
* 817.45 41687 43965
* 817.54 41677 43965
* 817.57 41674 43931
* 818.15 41671 43897
* 818.18 41634 43897
* 818.74 41631 43885
* 818.84 41627 43861
* 819.56 41625 43866
* 819.66 41623 43858
* 820.12 41620 43866
* 820.25 41613 43738
* 820.55 41599 43755
* 821.61 41591 43789
* 821.84 41589 43816
* 823.59 41586 43816
* 824.93 41531 43638
* 825.03 41509 43594
* 825.27 41502 43594
* 825.61 41501 43592
* 827.53 41498 43592
* 831.16 41484 43580
* 840.35 41481 42579
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST TSP SOLUTION: 41481
# NUMBER OF BRANCHES: 30230860
# END TIME: 840.35
## Solution with TDTSP times: 
100
209 0
205 331
202 679
82 1028
69 1324
70 1589
78 1972
206 2192
85 2602
81 2889
75 3239
131 3740
71 4278
183 4704
221 5188
240 5741
226 6051
68 6530
66 6880
241 7367
203 7871
211 8434
235 8832
22 9418
118 9742
25 10051
233 10358
119 10882
216 11278
30 11638
252 11838
220 12172
246 12727
29 13088
196 13471
117 14119
93 14655
238 14984
90 15068
97 15378
105 15657
91 16188
101 16674
98 16997
100 17205
88 17529
99 18007
57 18367
124 18623
36 18902
64 19099
61 19665
230 19783
39 19982
45 20397
19 20681
219 21067
123 21439
127 21870
121 22246
40 22526
34 22723
54 22971
166 23279
37 23614
167 23825
156 24119
163 24370
146 24798
147 25079
181 25569
186 25956
173 26317
182 26704
184 27178
178 27756
180 27954
179 28259
18 28653
113 28893
7 29179
12 29438
114 29632
108 29789
115 30065
4 30555
247 31218
109 31452
239 31994
138 32659
8 33318
250 33710
224 34660
31 36003
86 36158
59 37216
199 38456
35 39406
51 39834
227 40183
# BEST TD SOLUTION: 42579
