# INSTANCE: InstancesTDTSP/inst_30_15_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 5.44
* 0.01 18933
* 0.01 18824
* 0.03 18542
* 0.44 18348
* 7.54 18340
* 7.57 18307
* 7.64 18292
* 7.75 18266
* 347.64 18131
* 347.68 18128
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 18128
# NUMBER OF BRANCHES: 7907437
# END TIME: 1304.66
## Solution: 
30
85 0
168 251
149 732
154 1144
191 1572
140 2078
49 2361
38 2551
123 3187
23 3623
254 4477
116 4774
217 5250
22 5935
129 6537
186 7543
11 8046
185 8617
114 10021
8 10320
10 10805
109 11686
35 13318
51 13530
101 14454
104 15018
234 15292
200 16323
249 17087
70 17969
# BEST TD SOLUTION: 18128
