# INSTANCE: InstancesTDTSP/inst_50_19_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 23.67
* 0.02 53063
* 0.02 32222
* 0.07 31328
* 0.08 30837
* 0.09 30355
* 0.1 29723
* 0.12 29336
* 0.13 29218
* 0.17 28841
* 0.18 27963
* 0.21 27551
* 0.24 27514
* 0.25 27500
* 0.27 27492
* 0.31 27419
* 0.32 27413
* 0.37 27400
* 0.44 27397
* 0.55 27272
* 0.6 27244
* 0.68 27153
* 0.68 26727
* 0.69 26713
* 20.23 26711
* 20.24 26548
* 20.27 26543
* 20.59 26423
* 24.93 26421
* 41.67 26383
* 41.72 26352
* 41.97 26316
* 42.15 26255
* 42.24 26160
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 26160
# NUMBER OF BRANCHES: 10567479
# END TIME: 7223.67
## Solution: 
50
155 0
187 223
54 539
157 789
128 1375
24 1803
40 2123
31 2600
217 3077
216 3289
119 3752
251 4149
244 4805
20 5658
94 6592
91 7591
87 8238
219 9049
92 9394
60 9979
45 10447
229 11038
167 11540
142 11948
141 12111
160 12430
153 12763
174 13323
77 14090
130 14304
76 14622
129 14934
80 15190
79 15365
70 15769
209 16077
241 16356
66 16557
240 17132
18 17899
223 19253
224 19788
9 20444
114 20839
1 21256
17 21717
109 22181
247 22475
41 24362
156 25426
# BEST TD SOLUTION: 26160
