# INSTANCE: InstancesTDTSP/inst_30_9_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 6.33
* 0 16937
* 0.01 16858
* 0.14 16836
* 0.45 16833
* 0.5 16737
* 0.54 16700
* 0.55 16686
* 3.35 16462
* 3.36 16403
* 10.66 16373
* 10.68 16332
* 10.71 16246
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 16246
# NUMBER OF BRANCHES: 6375942
# END TIME: 1349.44
## Solution: 
30
30 0
217 373
86 536
157 787
32 1063
149 1409
221 2010
68 2388
204 3062
206 3296
85 3705
210 3981
213 4377
71 4582
225 5414
113 6071
15 6923
111 7122
247 7707
108 8818
250 9357
169 10751
242 11889
39 12237
56 12629
33 13109
35 13540
89 14392
253 15110
201 15795
# BEST TD SOLUTION: 16246
