# INSTANCE: InstancesTDTSP/inst_50_11_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 31.39
* 0.02 25329
* 0.08 25259
* 0.24 25026
* 0.27 24984
* 1.02 24955
* 1.07 24749
* 1.24 24566
* 2.76 24412
* 2.82 24395
* 13.55 24349
* 13.67 24347
* 13.71 24339
* 13.89 24337
* 13.9 24287
* 13.94 24285
* 14.07 24270
* 14.78 24246
* 14.99 24237
* 15.6 24234
* 24.93 24119
* 25.26 24065
* 25.37 23911
* 25.43 23865
* 39.69 23843
* 95.72 23837
* 96.78 23829
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 23829
# NUMBER OF BRANCHES: 50621731
# END TIME: 7231.39
## Solution: 
50
102 0
93 164
90 291
57 781
64 1199
228 1431
35 1741
199 2433
101 3228
91 4017
134 4782
135 5523
254 6650
24 7179
54 7619
157 7868
229 8577
122 8788
127 9081
230 9401
152 9968
150 10427
192 11037
173 11686
175 12199
183 12623
208 12993
72 13368
206 13672
78 13812
205 14205
22 14764
29 15340
198 15745
207 16359
223 17626
9 18341
14 18808
114 18971
15 19337
247 19644
17 20015
239 20484
7 20881
18 21317
194 21612
168 22147
47 22604
56 22920
252 23410
# BEST TD SOLUTION: 23829
