# INSTANCE: InstancesTDTSP/inst_20_19_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.64
* 0.01 14443
* 0.01 14145
* 0.02 13531
* 7.32 13485
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 13485
# NUMBER OF BRANCHES: 118206
# END TIME: 11.18
## Solution: 
20
147 0
142 379
37 861
39 1084
231 1371
242 1697
54 2322
128 2924
210 3238
67 3884
178 4689
212 5463
153 6299
140 7155
43 7558
23 8180
30 9128
201 10013
223 11399
1 12558
# BEST TD SOLUTION: 13485
