# INSTANCE: InstancesTDTSP/inst_20_8_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.35
* 0 13608
* 0.02 13538
* 0.11 13493
* 0.32 13442
* 2.77 13265
* 2.78 13242
* 7.46 13213
* 7.72 13109
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 13109
# NUMBER OF BRANCHES: 151581
# END TIME: 12.95
## Solution: 
20
160 0
192 321
130 938
31 1546
120 1762
19 2212
45 2695
42 2958
32 3617
158 3977
3 5496
226 6649
118 7786
251 8095
238 8708
96 9849
98 10464
227 11146
59 11932
164 12892
# BEST TD SOLUTION: 13109
