# INSTANCE: InstancesTDTSP/inst_20_13_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.7
* 0 60988
* 0 18087
* 0 15735
* 0 15726
* 0 15368
* 0.17 15235
* 0.18 15208
* 0.22 15094
* 0.24 14885
* 0.26 14772
* 3.35 14761
* 3.45 14714
* 3.63 14710
* 4.45 14703
* 4.76 14632
* 4.83 14582
* 5.19 14572
* 9.65 14569
* 9.86 14531
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 14531
# NUMBER OF BRANCHES: 231839
# END TIME: 17.03
## Solution: 
20
79 0
209 428
34 1062
53 1294
192 1856
166 2412
151 2691
49 3168
126 3703
43 3998
23 4891
30 6041
108 7929
2 8442
3 8973
184 10048
159 11527
125 12049
114 13464
112 13734
# BEST TD SOLUTION: 14531
