# INSTANCE: InstancesTDTSP/inst_30_8_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 4.84
* 0 24201
* 0.02 21130
* 3.6 21123
* 3.72 21082
* 3.72 20973
* 3.73 20906
* 3.97 20725
* 584.83 20661
* 612.02 20638
* 853.86 20628
* 866.07 20622
* 866.12 20613
* 866.14 20558
* 866.18 20511
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 20511
# NUMBER OF BRANCHES: 13004843
# END TIME: 1632.46
## Solution: 
30
243 0
141 460
248 1203
230 1698
39 2084
45 2488
44 2887
121 3253
191 3664
32 4029
79 4687
210 5052
74 5468
214 5776
81 6153
211 6780
223 8222
12 9725
113 10318
180 11128
11 11492
21 12642
246 12946
236 13114
96 14512
112 16499
4 16998
106 17430
0 17902
33 19798
# BEST TD SOLUTION: 20511
