# INSTANCE: InstancesTDTSP/inst_100_4_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 281.18
* 0.08 391428
* 0.1 391371
* 0.12 391339
* 2.28 391130
* 2.44 46446
* 2.5 46340
* 2.76 46145
* 2.87 46057
* 3.14 46023
* 3.67 45941
* 3.72 45739
* 150.56 45721
* 151.15 45529
* 163.96 45466
* 192.47 45446
* 192.62 45403
* 199.82 45180
* 237.7 45113
* 243.5 45064
* 244.07 44890
* 244.69 44884
* 254.78 44876
* 290.31 44790
* 290.39 44295
* 290.49 44213
* 290.56 44206
* 290.73 44145
* 290.82 44016
* 290.86 43573
* 291.03 43552
* 291.07 43331
* 291.14 43052
* 291.2 43029
* 291.23 42987
* 291.26 42730
* 291.31 42509
* 291.99 42497
* 292.07 42316
* 292.11 42248
* 292.18 42242
* 292.28 42238
* 302.94 42196
* 303.02 41821
* 304.39 41757
* 388.65 41741
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 41741
# NUMBER OF BRANCHES: 13980883
# END TIME: 7481.18
## Solution: 
100
29 0
25 404
244 764
237 919
215 1246
218 1471
220 1843
120 2235
47 2743
40 3075
46 3413
37 3632
229 4016
38 4218
49 4678
231 5129
61 5244
56 5684
125 6244
64 6821
62 7356
57 7885
45 8597
24 9238
34 9588
85 10063
79 10269
80 10397
74 10704
214 10903
77 11143
208 11373
166 11820
32 12108
148 12327
191 12689
151 13001
150 13198
163 13572
164 13745
152 14038
154 14421
145 14683
181 15081
173 15373
195 15586
169 15940
176 16054
172 16213
180 16637
184 17012
239 17556
1 17920
2 18174
12 18392
14 18749
13 19040
15 19552
17 20005
137 20536
250 21109
16 21508
110 21743
10 22029
139 22656
66 23319
221 23695
183 24010
205 24401
132 24567
241 24850
203 25169
76 25505
73 25728
72 26088
226 26484
240 26734
224 27302
149 28499
190 29063
143 29296
159 30247
50 31044
199 31582
98 32036
100 32362
103 32657
234 33082
117 33747
93 34306
90 34575
134 35089
105 35362
87 35716
88 36149
104 36720
101 37358
94 38590
196 39535
249 40725
# BEST TD SOLUTION: 41741
