Field|NAMES,ModelName,InstanceName,Parameters,TimeLimit,CostLimit
Field|KEYS,1,1,1,0,0

Trolley,trolley_abz5,,1800,-1
Trolley,trolley_abz6,,1800,-1

Trolley,trolley_orb2,,1800,-1
Trolley,trolley_orb7,,1800,-1
Trolley,trolley_orb9,,1800,-1

Trolley,trolley_la04,,1200,-1
Trolley,trolley_la18,,1800,-1
Trolley,trolley_la19,,1800,-1
Trolley,trolley_la20,,1800,-1

Trolley,trolley_ft10,,1800,-1
Trolley,trolley_ft20,,1800,-1

Trolley,trolley_e0ddr2-1,,1200,-1

Trolley,trolley_car5,,1200,-1
Trolley,trolley_car6,,1800,-1
Trolley,trolley_car8,,1200,-1
