10	10
4	116737	8	30119	6	64020	5	99069	1	44284	2	77777	9	89714	7	110449	0	45333	3	75009	
5	84477	3	43317	6	80620	4	82790	2	29945	8	72467	0	67201	1	85940	7	65158	9	41812	
9	89458	8	54046	0	36806	1	83230	6	43442	5	83768	7	131586	4	81405	2	47567	3	72664	
7	131146	2	91442	1	62483	4	87416	3	64626	6	84467	5	62191	0	82127	9	65410	8	36838	
3	102395	4	79518	9	94501	8	23445	0	144105	2	66123	6	96786	5	57002	7	36844	1	90618	
1	135082	4	77919	5	104989	6	64868	8	102795	2	19887	7	17149	9	39280	3	70347	0	66908	
7	62297	1	32472	4	112565	3	81544	0	59345	8	104690	2	84661	5	70426	6	77175	9	22662	
4	119893	6	31209	3	62965	2	55704	1	41540	5	111699	7	101439	0	69455	8	86539	9	74778	
0	110916	6	91851	3	74018	7	128483	1	36011	2	118095	4	82243	5	58127	8	77216	9	62015	
3	32388	0	39909	1	52425	8	33247	7	76905	9	77468	6	57805	4	91596	5	63757	2	131540	
