Instance20PP10Act3Res10TResMinUnc0.0MaxUnc0.2Seed1.dat
97348	89575	7225	77194	92764	55572	35384	40104	22276	66321	
9033	41357	19684	38910	29644	78572	90237	50160	45728	79914	
32698	46213	81949	36257	73411	99166	14269	68435	83687	55519	
54395	94527	53797	34992	9952	5907	42132	14525	30377	3862	
91208	37453	98239	31972	89783	51657	104747	43850	74643	64256	
46520	3546	26531	49960	88408	61173	120000	68378	49533	44855	
29362	72719	79235	11221	48913	68200	62665	56557	18408	10727	
69781	18351	65811	67450	69683	34284	20963	18119	98926	49445	
17249	54652	24048	46043	20115	3607	32505	11904	34675	56149	
34987	42575	86768	20570	23900	39056	5471	46150	94281	32046	
60166	11728	63775	101445	47569	66182	10697	93535	77480	48641	
77899	55455	1792	93970	93466	64952	21628	39292	78375	61535	
27309	49350	95735	92920	72979	21837	65480	15342	10879	69809	
59461	54367	82023	19400	11411	69625	15140	3247	67430	18064	
96486	77993	15373	58266	49057	72862	81461	6057	48837	13022	
45112	31491	79784	53876	9345	13470	20753	7906	99961	43016	
42902	71910	33174	39532	32236	42122	29131	39187	21597	92613	
46915	67215	35637	36871	91174	39814	41594	55872	5287	59930	
25459	9997	65124	86955	34547	78038	1557	84379	26702	11908	
12570	92025	47131	72610	44010	10671	74694	40999	93951	39945	
0	68399	766813	86431	1550055	91503	2364845	94541	3151346	92508	4022193	86967	4683181	95330	5421786	95971	6155435	89883	6918995	88553	7542789	89488	8376714	92711	9147102	90524	9942850	90180	10676079	88892	11509670	91077	12232825	93506	12958158	83794	13730868	85989	14499021	93298	15279636	88989	16103299	90543	16936776	92002	17830427	81222	18641239	94589	19391951	92363	20134006	91697	20978126	88944	21782624	91469	22575013	94260	23301382	88083	23919680	89687	24800587	87747	25496936	91357	26252638	90363	26972906	87304	27770180	93601	28557390	95614	29411019	89541	29995625	93672	30834256	87592	31594691	92864	32415649	87773	33165892	93108	33903304	97667	34698429	88031	35458949	87316	36174637	89974	36989218	87382	37852012	82876	38622116	91748	39347437	91575	40143992	92295	40961208	89350	41787500	86923	42614641	93735	43326338	89809	44091866	94932	44846180	94410	
305650	49057	912340	57295	1487061	53872	2042151	49166	2617749	47877	3092140	47025	3584035	53371	4133588	53447	4664413	56442	5225582	54800	5718002	46372	6290121	49283	6842572	63158	7401752	38991	7903212	33725	8361831	38484	8901437	40807	9457103	66767	10044250	33482	10581452	37056	11015917	58426	11521666	54683	12115046	44115	12580679	51066	13158988	43349	13725372	54687	14323706	47331	14829250	50765	15458084	41753	15968549	40861	16525595	53609	17059185	46220	17569885	41412	18082763	45630	18601089	45355	19155483	60517	19700928	53347	20258399	48151	20741095	50072	21256809	48758	21806637	34689	22359442	53763	22955386	49612	23577904	53401	24128468	45042	24653357	54688	25153237	48929	25667358	51194	26224754	47113	26760529	47988	27211264	51410	27802590	69283	28318079	52767	28810566	37388	29305832	47697	29827861	41283	30440488	57470	30993936	45810	31475972	61188	32055332	44127	32508551	52124	32967419	58372	33553385	52511	34042018	58400	34599109	46411	35071029	50684	35573857	41613	36044967	69945	36604100	44076	37105756	42000	37671483	40026	38182249	53810	38714964	48427	39212929	56565	39707619	58047	40233019	59726	40741504	44845	41276304	45160	41756860	47093	42256927	37159	42762704	52400	43270387	53237	43721368	59571	44269069	47356	44721367	36912	45236300	61158	
