Field|NAMES,ModelName,InstanceName,Parameters,TimeLimit,CostLimit
Field|KEYS,1,1,1,0,0
FlowShop,Taillard/tail20_5_3.dat,,600,-1
FlowShop,Taillard/tail20_5_4.dat,,600,-1

FlowShop,Taillard/tail20_10_2.dat,,1000,-1
FlowShop,Taillard/tail20_10_3.dat,,1000,-1

FlowShop,Taillard/tail20_20_5.dat,,1560,-1
FlowShop,Taillard/tail20_20_10.dat,,1560,-1

FlowShop,Taillard/tail50_5_7.dat,,1200,-1
FlowShop,Taillard/tail50_5_9.dat,,1200,-1

FlowShop,Taillard/tail50_10_1.dat,,1800,-1
FlowShop,Taillard/tail50_10_6.dat,,1800,-1

FlowShop,Taillard/tail100_5_3.dat,,1800,-1
FlowShop,Taillard/tail100_5_9.dat,,1800,-1
