# EXTRACTION TIME: 0.078
* 0 1228
* 0.015 1160
* 0.078 1149
* 0.078 1134
* 0.093 1129
* 0.109 1124
* 0.124 1122
* 0.124 1119
* 0.14 1118
* 0.171 1117
* 0.187 1114
* 0.343 1112
* 1.123 1110
* 3.011 1109
* 3.931 1104
* 3.978 1102
* 3.993 1101
* 6.973 1096
* 7.02 1094
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 1094
# NUMBER OF BRANCHES: 68566431
# END TIME: 2814.54
## Solution: 
20
0 0
6 270
18 304
11 325
20 371
17 411
14 449
15 515
3 536
8 562
9 598
7 636
19 650
5 672
10 739
4 776
16 809
13 866
2 929
1 967
12 982
# BEST TD SOLUTION: 1094
