# EXTRACTION TIME: 0.319
* 0.003 1277
* 0.004 1274
* 0.006 1272
* 0.008 1271
* 0.01 1269
* 0.03 1268
* 0.063 1267
* 0.073 1264
* 0.092 1239
* 0.102 1225
* 0.123 1220
* 0.128 1219
* 0.133 1218
* 0.142 1198
* 0.176 1192
* 0.218 1177
* 0.268 1172
* 0.29 1160
* 0.307 1159
* 0.354 1157
* 0.44 1154
* 0.449 1149
* 1.296 1137
* 1.31 1133
* 4.821 1131
* 4.835 1123
* 5.112 1120
* 5.325 1118
* 5.496 1117
* 6.002 1116
* 6.136 1114
* 6.258 1113
* 6.26 1112
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1112
# NUMBER OF BRANCHES: 618304
# END TIME: 30.327
## Solution: 
35
0 0
33 39
10 67
30 117
12 147
7 174
9 191
6 269
1 323
18 373
15 428
34 449
23 472
24 514
25 549
19 582
28 596
11 631
26 648
20 675
5 696
8 737
35 769
4 778
17 791
31 801
32 810
3 831
29 858
13 940
16 963
27 1021
14 1036
2 1050
21 1066
22 1087
# BEST TD SOLUTION: 1112
