# EXTRACTION TIME: 0.44
* 0.003 1853
* 0.017 1746
* 0.022 1707
* 0.13 1675
* 0.156 1662
* 0.161 1659
* 0.175 1647
* 0.194 1636
* 0.245 1633
* 0.321 1610
* 0.372 1609
* 0.385 1606
* 0.609 1585
* 0.651 1584
* 0.723 1579
* 0.73 1571
* 9.33 1570
* 18.301 1569
* 21.268 1567
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1567
# NUMBER OF BRANCHES: 504371
# END TIME: 30.45
## Solution: 
40
0 0
23 268
28 425
18 435
7 450
22 496
5 530
27 568
20 609
14 655
29 690
9 718
19 767
13 787
31 817
26 839
35 854
33 883
15 915
8 935
3 962
25 972
16 982
34 1006
11 1027
36 1035
2 1066
39 1160
38 1200
30 1227
21 1252
32 1271
6 1307
37 1328
12 1349
4 1370
17 1411
40 1431
10 1449
24 1468
1 1489
# BEST TD SOLUTION: 1567
