# EXTRACTION TIME: 0.062
* 0 1459
* 0 1361
* 0.016 1345
* 0.109 1316
* 0.125 1314
* 0.125 1303
* 1.778 1302
* 1.825 1300
* 1.841 1275
* 2.09 1273
* 2.48 1272
* 2.48 1267
* 4.118 1265
* 4.118 1263
* 5.834 1256
* 8.065 1255
* 10.514 1251
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 1251
# NUMBER OF BRANCHES: 519046
# END TIME: 25.911
## Solution: 
20
0 0
4 330
13 408
16 466
19 509
5 570
10 644
20 682
11 714
15 752
14 798
9 839
3 910
7 975
6 1008
1 1036
8 1093
17 1118
2 1146
12 1163
18 1195
# BEST TD SOLUTION: 1251
