# EXTRACTION TIME: 0.107
* 0.002 1163
* 0.013 1105
* 0.121 1103
* 0.134 1095
* 0.143 1086
* 0.149 1081
* 0.195 1067
* 0.458 1062
* 0.475 1055
* 0.494 1047
* 2.208 1046
* 2.269 1043
* 2.277 1033
* 2.278 1028
* 3.985 1021
* 4.098 1017
* 4.103 1011
* 4.113 998
* 4.116 989
* 4.121 987
* 4.125 978
* 4.128 977
* 4.143 975
* 6.008 962
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 962
# NUMBER OF BRANCHES: 340676
# END TIME: 23.277
## Solution: 
25
0 0
14 225
3 258
9 286
16 305
19 338
21 368
10 440
11 510
23 536
6 559
17 604
15 627
4 649
13 668
5 684
18 704
12 723
25 740
1 756
2 772
8 781
20 799
24 818
7 844
22 874
# BEST TD SOLUTION: 962
