# EXTRACTION TIME: 0.393
* 0.003 1767
* 0.018 1754
* 0.023 1751
* 0.029 1750
* 0.069 1737
* 0.214 1733
* 0.878 1710
* 0.96 1699
* 0.965 1689
* 0.977 1686
* 0.998 1685
* 1.105 1666
* 1.127 1657
* 2.357 1656
* 2.412 1655
* 2.596 1642
* 2.784 1638
* 2.879 1637
* 3.198 1636
* 9 1633
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1633
# NUMBER OF BRANCHES: 463685
# END TIME: 30.407
## Solution: 
40
0 0
34 183
22 254
11 293
39 312
40 333
13 365
23 384
15 406
3 429
37 466
18 492
26 512
33 532
30 562
38 609
21 621
7 663
5 699
29 733
17 811
24 832
28 919
16 932
19 950
8 983
35 1002
6 1022
31 1069
20 1111
36 1193
12 1224
4 1243
25 1286
27 1324
14 1385
2 1429
10 1456
1 1501
32 1512
9 1562
# BEST TD SOLUTION: 1633
