# EXTRACTION TIME: 0.193
* 0.002 1277
* 0.014 1188
* 0.021 1181
* 0.058 1180
* 0.139 1175
* 7.483 1173
* 7.497 1166
* 7.511 1157
* 7.994 1155
* 8.552 1149
* 10.92 1144
* 11.044 1143
* 11.12 1140
* 11.325 1131
* 12.752 1128
* 14.23 1124
* 19.179 1120
* 19.344 1118
* 19.44 1117
* 23.878 1116
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1116
# NUMBER OF BRANCHES: 519955
# END TIME: 30.197
## Solution: 
30
0 0
27 255
12 275
2 305
25 328
23 340
30 362
29 393
16 428
18 467
11 508
13 531
20 552
14 571
8 588
26 615
15 636
4 656
17 694
5 713
28 731
9 758
22 774
24 799
10 871
21 905
6 923
7 944
1 972
19 1004
3 1019
# BEST TD SOLUTION: 1116
