# EXTRACTION TIME: 0.103
* 0.001 1152
* 0.002 1150
* 0.011 1142
* 0.014 1139
* 0.025 1136
* 0.062 1128
* 0.25 1126
* 0.256 1123
* 0.259 1120
* 0.334 1115
* 0.356 1109
* 0.359 1103
* 0.401 1061
* 0.751 1058
* 0.761 1053
* 0.851 1052
* 0.873 1051
* 0.886 1049
* 0.922 1047
* 0.935 1045
* 0.938 1043
* 2.768 1042
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1042
# NUMBER OF BRANCHES: 47950098
# END TIME: 3600.11
## Solution: 
25
0 0
11 292
20 325
4 351
22 380
1 403
6 435
9 468
24 497
2 525
15 542
19 582
14 601
3 618
5 653
21 686
10 707
8 729
13 748
16 766
18 803
12 836
25 855
23 874
7 905
17 969
# BEST TD SOLUTION: 1042
