# EXTRACTION TIME: 0.342
* 0.003 1235
* 0.005 1228
* 0.008 1216
* 0.02 1180
* 0.226 1179
* 0.871 1169
* 0.923 1167
* 3.907 1164
* 3.929 1163
* 3.945 1156
* 5.321 1153
* 5.365 1144
* 5.384 1129
* 5.388 1127
* 5.709 1125
* 6.885 1121
* 6.985 1120
* 7.446 1117
* 9.455 1116
* 10.959 1115
* 11.225 1113
* 13.249 1107
* 13.253 1106
* 13.257 1105
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1105
# NUMBER OF BRANCHES: 599530
# END TIME: 30.348
## Solution: 
40
0 0
21 210
39 256
27 271
16 281
19 302
6 320
33 357
7 384
8 412
31 425
35 445
11 468
24 489
20 518
1 544
2 578
40 598
10 620
30 642
14 660
18 675
36 705
34 726
13 745
22 760
4 776
38 800
26 830
37 843
9 858
32 865
3 882
28 898
5 916
25 931
12 959
23 979
29 999
15 1011
17 1021
# BEST TD SOLUTION: 1105
