# EXTRACTION TIME: 0.306
* 0.003 1355
* 0.005 1323
* 0.007 1319
* 0.012 1309
* 0.023 1292
* 0.033 1280
* 0.111 1266
* 0.296 1260
* 0.327 1259
* 0.408 1258
* 0.469 1257
* 0.563 1253
* 0.637 1251
* 1.432 1248
* 1.666 1244
* 1.677 1243
* 5.8 1240
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1240
# NUMBER OF BRANCHES: 362540
# END TIME: 30.314
## Solution: 
40
0 0
37 249
13 265
15 289
26 309
11 332
3 357
4 377
38 397
18 417
29 438
17 464
25 484
2 504
12 524
20 547
22 572
35 592
6 616
14 629
30 659
28 680
33 698
27 720
5 750
8 771
19 789
32 805
36 831
9 854
21 872
40 889
24 910
1 927
7 944
10 968
31 995
23 1034
34 1050
39 1068
16 1111
# BEST TD SOLUTION: 1240
