# EXTRACTION TIME: 0.279
* 0.002 1299
* 0.083 1291
* 0.086 1290
* 0.114 1281
* 0.124 1279
* 0.15 1267
* 0.167 1223
* 0.249 1220
* 0.368 1215
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1215
# NUMBER OF BRANCHES: 567246
# END TIME: 30.288
## Solution: 
35
0 0
29 27
22 53
11 75
20 110
4 133
35 156
7 200
24 234
33 259
34 307
17 347
5 373
13 387
19 400
2 422
28 532
1 625
26 704
23 753
15 766
27 793
32 835
18 862
12 944
10 983
8 1008
16 1039
3 1063
25 1079
30 1098
14 1116
6 1131
31 1161
9 1184
21 1199
# BEST TD SOLUTION: 1215
