# EXTRACTION TIME: 0.32
* 0.003 1497
* 0.019 1428
* 0.024 1381
* 0.028 1364
* 0.062 1358
* 0.064 1357
* 0.086 1346
* 0.134 1331
* 0.145 1319
* 0.203 1316
* 0.253 1299
* 0.311 1298
* 0.332 1297
* 0.348 1296
* 0.458 1290
* 5.577 1289
* 5.664 1288
* 6.451 1284
* 6.463 1283
* 6.565 1282
* 6.617 1281
* 6.747 1280
* 7.422 1279
* 8.213 1277
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1277
# NUMBER OF BRANCHES: 623775
# END TIME: 30.328
## Solution: 
40
0 0
31 241
15 255
2 287
17 311
10 338
16 357
9 378
37 404
40 430
4 452
1 472
34 498
29 528
11 556
22 584
30 612
6 632
39 677
36 694
28 720
20 739
18 790
5 798
24 825
27 844
32 861
13 896
33 921
14 937
12 968
7 987
3 1014
25 1047
26 1071
19 1088
21 1107
8 1126
38 1150
35 1164
23 1183
# BEST TD SOLUTION: 1277
