# EXTRACTION TIME: 0.497
* 0.003 1590
* 0.006 1587
* 0.025 1521
* 0.031 1503
* 0.15 1502
* 0.181 1495
* 0.2 1487
* 0.248 1465
* 0.276 1460
* 0.324 1455
* 0.366 1451
* 0.38 1449
* 0.43 1444
* 1.448 1439
* 1.461 1437
* 1.533 1434
* 1.622 1431
* 1.672 1429
* 1.772 1426
* 1.923 1415
* 2.181 1414
* 2.189 1404
* 2.202 1402
* 2.217 1375
* 2.281 1371
* 2.483 1370
* 14.879 1368
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1368
# NUMBER OF BRANCHES: 426048
# END TIME: 30.506
## Solution: 
40
0 0
9 267
16 312
26 353
21 436
37 451
12 463
3 474
31 486
22 512
36 541
24 566
15 599
25 624
2 650
13 664
29 714
6 793
4 802
33 823
19 844
28 878
23 895
40 910
14 931
7 951
27 967
1 985
8 1004
30 1038
10 1065
34 1091
18 1120
32 1141
39 1160
20 1181
17 1204
5 1223
11 1249
38 1270
35 1278
# BEST TD SOLUTION: 1368
