# EXTRACTION TIME: 0.105
* 0.001 1082
* 0.01 1028
* 0.014 1026
* 0.018 1013
* 0.041 1005
* 0.28 986
* 0.288 975
* 0.334 956
* 0.373 937
* 0.375 935
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 935
# NUMBER OF BRANCHES: 451252
# END TIME: 30.107
## Solution: 
25
0 0
1 243
10 260
16 295
7 323
12 345
24 366
4 405
6 439
13 478
19 498
15 541
23 558
17 586
8 595
25 616
21 625
9 642
11 670
2 683
14 726
22 757
3 779
5 809
20 817
18 834
# BEST TD SOLUTION: 935
