# EXTRACTION TIME: 0.394
* 0.002 1519
* 0.014 1449
* 0.019 1423
* 0.166 1422
* 0.169 1421
* 0.234 1415
* 0.259 1409
* 0.38 1408
* 0.463 1402
* 0.483 1396
* 0.492 1394
* 0.521 1390
* 0.547 1384
* 0.658 1376
* 0.742 1373
* 0.937 1371
* 1.875 1368
* 1.974 1366
* 1.999 1365
* 2.181 1359
* 2.384 1347
* 29.734 1346
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1346
# NUMBER OF BRANCHES: 285314
# END TIME: 30.403
## Solution: 
40
0 0
13 256
24 280
22 304
1 324
38 352
14 374
2 422
19 450
21 476
27 499
33 521
12 534
9 555
16 584
4 605
6 634
11 657
26 679
3 713
17 740
35 770
5 802
34 831
28 889
23 921
25 939
37 993
20 1011
39 1021
10 1032
15 1055
29 1091
36 1112
31 1137
18 1170
7 1193
40 1235
30 1244
32 1259
8 1275
# BEST TD SOLUTION: 1346
