# EXTRACTION TIME: 0.062
* 0 1190
* 0 1124
* 0.062 1121
* 0.062 1111
* 0.078 1105
* 0.078 1104
* 0.094 1097
* 0.109 1086
* 0.109 1084
* 0.125 1083
* 0.125 1073
* 1.014 1072
* 1.061 1065
* 1.061 1058
* 1.919 1056
* 1.981 1054
* 6.224 1053
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 1053
# NUMBER OF BRANCHES: 55733461
# END TIME: 2003.26
## Solution: 
20
0 0
6 270
18 304
11 325
20 371
17 411
14 449
15 515
3 536
8 561
9 593
7 627
19 641
5 663
10 723
13 776
16 827
4 856
2 892
1 926
12 941
# BEST TD SOLUTION: 1053
