# EXTRACTION TIME: 0.062
* 0 1246
* 0 1226
* 0 1090
* 0 1089
* 0.016 1056
* 0.016 1050
* 0.031 1010
* 0.031 1006
* 0.031 995
* 0.047 984
* 0.047 983
* 0.047 982
* 0.062 977
* 1.56 976
* 1.56 966
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 966
# NUMBER OF BRANCHES: 133132
# END TIME: 6.255
## Solution: 
20
0 0
11 215
8 263
13 288
2 298
5 309
7 331
19 378
3 408
17 432
6 478
16 526
10 566
15 594
14 635
20 738
12 753
4 779
18 830
9 867
1 886
# BEST TD SOLUTION: 966
