# EXTRACTION TIME: 0.062
* 0 1289
* 0.016 1194
* 0.016 1169
* 0.016 1166
* 0.047 1164
* 0.047 1155
* 0.078 1153
* 0.078 1152
* 0.094 1144
* 1.591 1137
* 1.607 1134
* 1.934 1133
* 2.059 1132
* 2.075 1129
* 2.574 1128
* 2.59 1124
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 1124
# NUMBER OF BRANCHES: 151499
# END TIME: 7.16
## Solution: 
20
0 0
16 221
12 326
6 461
10 491
19 507
11 542
17 582
4 620
14 691
5 708
7 733
9 756
3 794
1 819
13 852
20 913
18 942
15 960
2 1000
8 1053
# BEST TD SOLUTION: 1124
