# EXTRACTION TIME: 0.264
* 0.002 1169
* 0.012 1123
* 0.016 1107
* 7.352 1106
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1106
# NUMBER OF BRANCHES: 111640743
# END TIME: 3600.27
## Solution: 
35
0 0
30 27
2 60
10 84
13 121
18 137
35 158
33 192
23 227
26 266
29 291
28 304
32 335
1 347
17 368
9 434
24 456
34 479
21 557
5 568
11 576
7 584
12 601
19 618
20 672
15 719
16 763
31 771
6 806
22 836
14 888
25 911
27 942
4 1020
8 1055
3 1090
# BEST TD SOLUTION: 1106
