# EXTRACTION TIME: 0.062
* 0 1020
* 0.016 1010
* 0.016 982
* 0.016 980
* 0.016 972
* 0.031 964
* 0.031 958
* 0.047 956
* 0.047 948
* 0.047 933
* 1.466 932
* 1.638 925
* 1.685 923
* 1.732 913
* 1.732 907
* 2.012 898
* 2.402 895
* 5.164 891
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 891
# NUMBER OF BRANCHES: 906857
# END TIME: 37.099
## Solution: 
20
0 0
9 266
3 279
18 301
4 354
12 385
15 425
16 464
1 495
6 537
17 561
11 577
5 602
10 625
19 642
8 662
7 694
20 721
14 754
13 782
2 802
# BEST TD SOLUTION: 891
