# EXTRACTION TIME: 0.195
* 0.003 1515
* 0.016 1486
* 0.023 1455
* 0.03 1443
* 0.057 1396
* 0.076 1394
* 0.127 1386
* 0.132 1370
* 0.174 1354
* 0.202 1331
* 0.216 1328
* 0.246 1318
* 0.26 1315
* 0.265 1313
* 0.274 1293
* 0.279 1267
* 0.28 1261
* 0.284 1221
* 0.291 1217
* 0.294 1214
* 0.305 1207
* 3.099 1204
* 3.41 1202
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1202
# NUMBER OF BRANCHES: 670352
# END TIME: 30.199
## Solution: 
30
0 0
25 225
9 243
2 255
20 274
14 288
7 315
27 342
30 375
22 407
21 477
5 514
17 532
11 558
28 598
26 630
15 661
3 686
1 755
24 769
6 798
16 839
29 866
23 892
4 917
12 943
13 965
19 974
10 1010
18 1069
8 1101
# BEST TD SOLUTION: 1202
