# EXTRACTION TIME: 0.159
* 0.002 1095
* 0.004 1094
* 0.007 1068
* 0.021 1063
* 0.037 1061
* 0.044 1052
* 0.051 1050
* 0.166 1049
* 0.177 1027
* 4.606 1025
* 4.614 1021
* 4.643 1020
* 4.668 1012
* 4.73 1011
* 5.352 1010
* 7.133 1008
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1008
# NUMBER OF BRANCHES: 646212
# END TIME: 30.162
## Solution: 
30
0 0
2 256
7 296
3 318
4 341
8 368
29 390
30 411
16 435
10 459
9 486
25 514
26 544
20 566
14 587
18 609
24 625
27 641
15 658
28 678
11 693
19 714
17 729
22 744
23 753
5 778
13 802
1 831
6 846
21 861
12 891
# BEST TD SOLUTION: 1008
