# EXTRACTION TIME: 0.168
* 0.003 1147
* 0.006 1146
* 0.019 1114
* 0.027 1081
* 0.038 1080
* 0.042 1068
* 0.08 1061
* 0.1 1052
* 0.152 1050
* 0.189 1047
* 0.195 1040
* 0.238 1039
* 2.797 1038
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1038
# NUMBER OF BRANCHES: 40379999
# END TIME: 3600.17
## Solution: 
30
0 0
3 219
8 242
9 260
18 285
26 305
17 326
27 350
15 379
16 400
23 431
6 455
5 485
12 510
11 538
19 581
29 607
20 642
2 672
10 697
14 736
21 748
1 757
25 782
22 835
7 859
24 868
4 898
13 916
28 928
30 950
# BEST TD SOLUTION: 1038
