# EXTRACTION TIME: 0.163
* 0.002 1511
* 0.004 1435
* 0.011 1356
* 0.017 1351
* 0.019 1326
* 0.033 1321
* 0.052 1311
* 0.062 1309
* 0.069 1308
* 0.093 1307
* 0.104 1306
* 0.206 1305
* 0.243 1299
* 0.245 1298
* 0.251 1297
* 0.254 1296
* 0.259 1292
* 0.261 1291
* 0.272 1288
* 0.361 1287
* 0.376 1286
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1286
# NUMBER OF BRANCHES: 366821
# END TIME: 30.167
## Solution: 
30
0 0
10 213
17 249
27 282
22 349
4 360
13 371
23 411
11 444
8 471
1 494
28 536
9 580
2 603
15 630
19 683
21 708
18 735
6 758
12 789
25 849
16 875
26 895
3 915
14 925
30 968
7 1062
24 1083
20 1105
29 1146
5 1156
# BEST TD SOLUTION: 1286
