ILOG_CSV_FORMAT,1.1,,,,,,,,,,

BESTSOFAR|NAMES,modeler,instance,modelParams,lb,lbMethod,lbDate,lbComment,ub,ubMethod,ubDate,ubComment
BESTSOFAR|KEYS,1,1,1,0,0,0,0,0,0,0,0


BESTSOFAR,RCPSPEarliTardi,mv427_1.25.rcp,,0,,,,613,,,
BESTSOFAR,RCPSPEarliTardi,mv433_1.25.rcp,,0,,,,371,,,
BESTSOFAR,RCPSPEarliTardi,mv441_1.25.rcp,,0,,,,246,,,
BESTSOFAR,RCPSPEarliTardi,mv565_1.25.rcp,,0,,,,196,,,
BESTSOFAR,RCPSPEarliTardi,mv572_1.25.rcp,,0,,,,624,,,
BESTSOFAR,RCPSPEarliTardi,mv576_1.25.rcp,,0,,,,783,,,
BESTSOFAR,RCPSPEarliTardi,mv625_1.25.rcp,,0,,,,199,,,
BESTSOFAR,RCPSPEarliTardi,mv728_1.25.rcp,,0,,,,368,,,
BESTSOFAR,RCPSPEarliTardi,mv796_1.25.rcp,,0,,,,1677,,,
BESTSOFAR,RCPSPEarliTardi,mv865_1.25.rcp,,0,,,,427,,,
BESTSOFAR,RCPSPEarliTardi,mv901_1.25.rcp,,0,,,,1138
BESTSOFAR,RCPSPEarliTardi,mv1018_1.25.rcp,,0,,,,373
BESTSOFAR,RCPSPEarliTardi,mv1080_1.25.rcp,,0,,,,1132
BESTSOFAR,RCPSPEarliTardi,mv1170_1.25.rcp,,0,,,,402
BESTSOFAR,RCPSPEarliTardi,mv1180_1.25.rcp,,0,,,,9552
BESTSOFAR,RCPSPEarliTardi,mv1181_1.25.rcp,,0,,,,3144
BESTSOFAR,RCPSPEarliTardi,mv1187_1.25.rcp,,0,,,,3144
BESTSOFAR,RCPSPEarliTardi,mv1269_1.25.rcp,,0,,,,3357
BESTSOFAR,RCPSPEarliTardi,mv1271_1.25.rcp,,0,,,,770
BESTSOFAR,RCPSPEarliTardi,mv1394_1.25.rcp,,0,,,,856
BESTSOFAR,RCPSPEarliTardi,mv1511_1.25.rcp,,0,,,,1995
BESTSOFAR,RCPSPEarliTardi,mv1519_1.25.rcp,,0,,,,1995
BESTSOFAR,RCPSPEarliTardi,mv1652_1.25.rcp,,0,,,,8805
BESTSOFAR,RCPSPEarliTardi,mv1720_1.25.rcp,,0,,,,1127

BESTSOFAR,RCPSPEarliTardi,mv374_1.75.rcp,,0,,,,134
BESTSOFAR,RCPSPEarliTardi,mv399_1.75.rcp,,0,,,,720
BESTSOFAR,RCPSPEarliTardi,mv542_1.75.rcp,,0,,,,432
BESTSOFAR,RCPSPEarliTardi,mv561_1.75.rcp,,0,,,,244
BESTSOFAR,RCPSPEarliTardi,mv834_1.75.rcp,,0,,,,163
BESTSOFAR,RCPSPEarliTardi,mv926_1.75.rcp,,0,,,,398
BESTSOFAR,RCPSPEarliTardi,mv1145_1.75.rcp,,0,,,,1511
BESTSOFAR,RCPSPEarliTardi,mv1173_1.75.rcp,,0,,,,4802
BESTSOFAR,RCPSPEarliTardi,mv1271_1.75.rcp,,0,,,,270
BESTSOFAR,RCPSPEarliTardi,mv1343_1.75.rcp,,0,,,,402
BESTSOFAR,RCPSPEarliTardi,mv1383_1.75.rcp,,0,,,,3197
BESTSOFAR,RCPSPEarliTardi,mv1393_1.75.rcp,,0,,,,636
BESTSOFAR,RCPSPEarliTardi,mv1489_1.75.rcp,,0,,,,926
BESTSOFAR,RCPSPEarliTardi,mv1533_1.75.rcp,,0,,,,8603
BESTSOFAR,RCPSPEarliTardi,mv1536_1.75.rcp,,0,,,,8603
BESTSOFAR,RCPSPEarliTardi,mv1540_1.75.rcp,,0,,,,9999
BESTSOFAR,RCPSPEarliTardi,mv1544_1.75.rcp,,0,,,,2466
BESTSOFAR,RCPSPEarliTardi,mv1603_1.75.rcp,,0,,,,399
BESTSOFAR,RCPSPEarliTardi,mv1633_1.75.rcp,,0,,,,577

BESTSOFAR,RCPSPEarliTardi,mv471_2.25.rcp,,0,,,,110
BESTSOFAR,RCPSPEarliTardi,mv800_2.25.rcp,,0,,,,293
BESTSOFAR,RCPSPEarliTardi,mv823_2.25.rcp,,0,,,,261
BESTSOFAR,RCPSPEarliTardi,mv916_2.25.rcp,,0,,,,256
BESTSOFAR,RCPSPEarliTardi,mv943_2.25.rcp,,0,,,,535
BESTSOFAR,RCPSPEarliTardi,mv985_2.25.rcp,,0,,,,255
BESTSOFAR,RCPSPEarliTardi,mv1009_2.25.rcp,,0,,,,171
BESTSOFAR,RCPSPEarliTardi,mv1177_2.25.rcp,,0,,,,2190
BESTSOFAR,RCPSPEarliTardi,mv1234_2.25.rcp,,0,,,,255
BESTSOFAR,RCPSPEarliTardi,mv1345_2.25.rcp,,0,,,,177
BESTSOFAR,RCPSPEarliTardi,mv1357_2.25.rcp,,0,,,,203
BESTSOFAR,RCPSPEarliTardi,mv1385_2.25.rcp,,0,,,,453
BESTSOFAR,RCPSPEarliTardi,mv1520_2.25.rcp,,0,,,,585
BESTSOFAR,RCPSPEarliTardi,mv1541_2.25.rcp,,0,,,,834
BESTSOFAR,RCPSPEarliTardi,mv1609_2.25.rcp,,0,,,,352
BESTSOFAR,RCPSPEarliTardi,mv1623_2.25.rcp,,0,,,,510
BESTSOFAR,RCPSPEarliTardi,mv1716_2.25.rcp,,0,,,,568
