50 0
175 217 0
128 199 0
152 124 0
245 268 0
81 160 0
43 218 0
85 205 0
38 287 0
11 172 0
74 74 0
234 272 0
242 189 0
7 102 0
173 190 0
69 111 0
105 255 0
112 230 0
182 91 0
141 204 0
160 250 0
40 220 0
212 165 0
253 187 0
217 214 0
147 127 0
154 117 0
138 145 0
17 242 0
184 228 0
24 253 0
56 235 0
194 279 0
139 177 0
243 88 0
163 129 0
58 186 0
127 210 0
172 69 0
93 140 0
39 181 0
225 139 0
192 181 0
125 246 0
80 120 0
195 271 0
169 114 0
229 273 0
106 204 0
145 257 0
61 259 0
