0.1	1409.017652	2.657583523	1418.79534	91.04937771	0	0	4.31668	0.003199999992	0.3180170374	0.06819743018
0.4	1409.017652	2.657583523	1418.88577	91.08035613	0.01	0.1	4.32785	0.1085	0.318094267	0.06810591135
0.7	1409.017652	2.657583523	1418.29897	90.93170271	0.19	0.4191140246	4.49925	0.4102671801	0.317389215	0.0648600977
1	1409.017652	2.657583523	1407.53537	89.54110238	0.85	0.8689364218	5.02661	0.7700583461	0.3074661786	0.06618098478
1.3	1409.017652	2.657583523	1394.93532	85.22549101	1.87	1.203152425	5.79085	0.9259462468	0.2959517067	0.06447761467
1.6	1409.017652	2.657583523	1375.42376	83.48975665	3.01	1.396206983	6.56079	1.122443963	0.2777523409	0.0617621928
1.9	1409.017652	2.657583523	1359.28142	87.42228056	4.97	1.76643795	7.78204	1.387809508	0.2625223503	0.06154081917
2.2	1409.017652	2.657583523	1350.26423	92.86245078	6.69	2.058218314	8.81319	1.538791436	0.2538097708	0.06197956889
2.5	1409.017652	2.657583523	1338.35497	94.49561808	8.1	2.439158656	9.65625	1.565188712	0.2426110579	0.06172811799
2.8	1409.017652	2.657583523	1333.25941	83.59816828	10.1	2.240580733	10.64773	1.649841828	0.2382192194	0.05489762718
