77
5	7	74
5	10	78
9	1	81
9	2	79
9	3	94
9	4	86
9	5	77
9	6	98
9	7	97
9	8	87
9	9	91
9	10	85
13	1	102
13	2	101
13	3	81
13	4	94
13	5	89
13	6	89
13	7	77
13	8	110
13	9	92
13	10	110
14	1	59
14	3	61
14	10	69
21	9	87
25	1	107
25	2	88
25	3	110
25	4	98
25	5	91
25	6	99
25	7	82
25	8	89
25	9	95
25	10	101
29	1	93
29	2	113
29	3	110
29	4	116
29	5	95
29	6	140
29	7	110
29	8	92
29	9	97
29	10	107
30	2	66
30	5	72
30	7	84
30	10	82
37	6	100
41	1	118
41	2	110
41	3	84
41	5	100
41	6	127
41	7	129
41	8	132
41	9	129
41	10	103
42	3	76
45	1	85
45	2	121
45	3	123
45	4	95
45	5	95
45	6	123
45	7	104
45	8	111
45	9	104
45	10	97
46	4	71
46	5	88
46	6	88
46	7	76
46	9	64
46	10	85
