103
1	4	85
5	1	76
5	2	90
5	3	82
5	4	96
5	5	105
5	6	81
5	7	104
5	8	92
5	9	108
5	10	91
6	8	67
9	1	96
9	2	118
9	3	96
9	4	116
9	5	122
9	6	110
9	7	102
9	8	108
9	9	103
9	10	101
13	1	125
13	2	113
13	3	103
13	4	107
13	5	108
13	6	114
13	7	113
13	8	110
13	9	114
13	10	111
21	1	102
21	2	110
21	3	122
21	4	105
21	5	106
21	6	101
21	7	100
21	8	102
21	9	117
21	10	106
25	1	113
25	2	119
25	3	109
25	4	126
25	5	108
25	6	111
25	7	119
25	8	129
25	9	94
25	10	116
26	4	96
26	5	83
26	8	82
29	1	123
29	2	118
29	3	133
29	4	137
29	5	112
29	6	114
29	7	155
29	8	144
29	9	116
29	10	115
30	5	83
30	7	84
30	9	89
37	1	104
37	2	107
37	4	119
37	5	119
37	6	123
37	7	122
37	8	114
37	9	121
37	10	116
41	1	126
41	2	150
41	3	142
41	4	137
41	5	113
41	6	121
41	7	141
41	8	143
41	9	106
41	10	140
42	2	99
42	7	84
42	10	87
45	1	140
45	2	134
45	3	137
45	4	121
45	5	162
45	6	156
45	7	125
45	8	146
45	9	139
45	10	153
46	4	90
46	8	92
46	9	82
